id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
10515,Mahindra Bolero,Mahindra,Bolero,,,,5,64172,Dealer,Diesel,Manual,16.5,1493,70,7,690000
10516,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.61-17.14 Lakh*,1061000,1714000,5,53075,Dealer,Petrol,Automatic,17.1,1591,121.4,5,675000
10517,Tata Nexon,Tata,Nexon,New Car (On-Road Price) : Rs.7.89-12.76 Lakh*,789000,1276000,1,3500,Individual,Petrol,Manual,17,1198,108.5,5,650000
10518,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,526000,701000,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,324000
10519,Honda Jazz,Honda,Jazz,,,,5,42000,Dealer,Diesel,Manual,27.3,1498,98.6,5,425000
10520,Maruti Alto,Maruti,Alto,,,,4,36000,Dealer,Petrol,Manual,24.7,796,47.3,5,275000
10521,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.61-17.14 Lakh*,1061000,1714000,5,16300,Individual,Petrol,Manual,17.01,1591,121.3,5,750000
10522,Tata Nexon,Tata,Nexon,New Car (On-Road Price) : Rs.8.03-13.22 Lakh*,803000,1322000,3,26000,Individual,Petrol,Manual,17,1198,108.5,5,600000
10523,Nissan Sunny,Nissan,Sunny,,,,8,37458,Dealer,Petrol,Manual,16.95,1498,97.7,5,329000
10524,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.76-7.10 Lakh*,676000,710000,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
10525,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.98-6.48 Lakh*,398000,648000,5,45049,Dealer,Petrol,Manual,25.17,799,53.3,5,320000
10526,Maruti Alto,Maruti,Alto,,,,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,316000
10527,Toyota Etios,Toyota,Etios,,,,6,40000,Individual,Petrol,Manual,16.78,1496,88.73,5,400000
10528,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.15-12.77 Lakh*,915000,1277000,2,11800,Individual,Petrol,Manual,17,1497,121.31,5,900000
10529,Mahindra TUV,Mahindra,TUV,,,,3,40000,Individual,Diesel,Manual,18.49,1493,100,7,800000
10530,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.95-17.72 Lakh*,1495000,1772000,4,52000,Individual,Diesel,Manual,25.6,1498,97.9,5,1100000
10531,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.84-7.22 Lakh*,684000,722000,5,35000,Individual,Petrol,Manual,18.9,1197,82,5,410000
10532,Maruti Baleno,Maruti,Baleno,,,,4,53000,Dealer,Diesel,Manual,27.39,1248,74,5,696000
10533,Renault Duster,Renault,Duster,,,,7,125000,Individual,Diesel,Manual,20.45,1461,83.8,5,425000
10534,Maruti Zen,Maruti,Zen,,,,8,29000,Dealer,Petrol,Manual,19,998,67.1,5,200000
10535,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-13.00 Lakh*,770000,1300000,9,110000,Individual,Petrol,Manual,17,1197,80,5,280000
10536,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,526000,701000,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,390000
10537,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.63-12.79 Lakh*,963000,1279000,5,35000,Individual,Diesel,Manual,22.77,1498,98.59,5,640000
10538,Hyundai Getz,Hyundai,Getz,,,,13,80000,Individual,Petrol,Manual,14.2,1341,82.9,5,160000
10539,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.26-19.78 Lakh*,1126000,1978000,3,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,915000
10540,Honda BRV,Honda,BRV,,,,3,37250,Dealer,Diesel,Manual,21.9,1498,98.6,7,1120000
10541,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.37-12.43 Lakh*,937000,1243000,9,70000,Dealer,Diesel,Manual,21.9,1396,90,5,330000
10542,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.40-17.07 Lakh*,1440000,1707000,6,54700,Dealer,Diesel,Manual,26,1498,98.6,5,600000
10543,Ford Ecosport,Ford,Ecosport,,,,3,36000,Dealer,Diesel,Manual,23,1498,98.96,5,825000
10544,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.26-16.29 Lakh*,1226000,1629000,9,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,379000
10545,Hyundai i10,Hyundai,i10,,,,13,70000,Dealer,Petrol,Manual,19.81,1086,68.05,5,239000
10546,Tata Safari,Tata,Safari,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,1485000,2141000,10,140000,Individual,Diesel,Manual,13.93,2179,138.03,7,215000
10547,Maruti Omni,Maruti,Omni,,,,7,60000,Individual,Petrol,Manual,14.7,796,37,8,115000
10548,Maruti Wagon R,Maruti,Wagon R,,,,3,25000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
10549,Ford Endeavour,Ford,Endeavour,,,,5,40000,Individual,Diesel,Automatic,12.62,2198,158,7,2150000
10550,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.31-9.15 Lakh*,631000,915000,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,595000
10551,Tata Zest,Tata,Zest,,,,6,35000,Individual,Diesel,Automatic,21.58,1248,88.7,5,400000
10552,Ford Fiesta,Ford,Fiesta,,,,9,24800,Individual,Petrol,Manual,17,1499,109,5,350000
10553,Renault Pulse,Renault,Pulse,,,,5,30099,Dealer,Petrol,Manual,18.06,1198,74.96,5,295000
10554,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.82-10.32 Lakh*,882000,1032000,10,120000,Individual,Diesel,Manual,13.6,2523,63,7,450000
10555,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.46-7.23 Lakh*,546000,723000,11,50000,Individual,Petrol,Manual,18.9,998,67.1,5,260000
10556,Mahindra Marazzo,Mahindra,Marazzo,New Car (On-Road Price) : Rs.13.12-15.45 Lakh*,1312000,1545000,1,5000,Individual,Diesel,Manual,17.3,1497,121,7,1100000
10557,Mahindra Quanto,Mahindra,Quanto,,,,9,60000,Individual,Diesel,Manual,17.21,1493,100,7,300000
10558,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.65 Cr*,16500000,16500000,6,30000,Individual,Diesel,Automatic,16.46,2993,258,5,5500000
10559,Maruti Swift,Maruti,Swift,,,,8,63589,Dealer,Diesel,Manual,28.4,1248,74,5,425000
10560,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-13.00 Lakh*,770000,1300000,6,51000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
10561,Renault Scala,Renault,Scala,,,,8,40000,Individual,Petrol,Manual,16.95,1498,97.6,5,300000
10562,Volkswagen Polo,Volkswagen,Polo,,,,7,59000,Dealer,Diesel,Manual,20.14,1498,88.8,5,495000
10563,Maruti Swift Dzire,Maruti,Swift Dzire,,,,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,610000
10564,Toyota Innova,Toyota,Innova,,,,12,160000,Individual,Diesel,Manual,12.8,2494,102,8,450000
10565,Mahindra KUV,Mahindra,KUV,,,,5,40000,Individual,Diesel,Manual,25.32,1198,77,6,450000
10566,Audi Q3,Audi,Q3,,,,4,20000,Individual,Diesel,Manual,17.32,1968,138.13,5,2445000
10567,Maruti S-Cross,Maruti,S-Cross,,,,3,35000,Dealer,Diesel,Manual,25.1,1248,88.5,5,799000
10568,Tata Safari,Tata,Safari,,,,5,64579,Dealer,Diesel,Manual,14.1,2179,148,7,875000
10569,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.50-19.42 Lakh*,1150000,1942000,6,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,850000
10570,Audi A4,Audi,A4,,,,10,69000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,925000
10571,Mahindra TUV,Mahindra,TUV,,,,5,103103,Dealer,Diesel,Manual,18.49,1493,100,7,525000
10572,Maruti Alto,Maruti,Alto,,,,2,8000,Dealer,Petrol,Manual,22.05,796,47.3,5,335000
10573,Honda City,Honda,City,,,,5,55055,Dealer,Petrol,Manual,17.8,1497,117.3,5,600000
10574,Tata Indica,Tata,Indica,,,,11,40000,Individual,Diesel,Manual,17,1405,71,5,180000
10575,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.52-5.99 Lakh*,352000,599000,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,375000
10576,Audi A4,Audi,A4,,,,11,74000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1100000
10577,Maruti 800,Maruti,800,,,,21,120000,Individual,Petrol,Manual,16.1,796,37,4,50000
10578,BMW X5,BMW,X5,,,,5,47270,Dealer,Diesel,Automatic,15.97,2993,258,5,4150000
10579,Maruti Swift,Maruti,Swift,,,,7,80000,Individual,Diesel,Manual,25.2,1248,74,5,400000
10580,Nissan Terrano,Nissan,Terrano,,,,7,54000,Dealer,Diesel,Manual,20.45,1461,83.8,5,475000
10581,Tata Manza,Tata,Manza,,,,10,80000,Dealer,Petrol,Manual,13.7,1368,88.8,5,110000
10582,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,624000,906000,5,35000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
10583,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.42-5.60 Lakh*,342000,560000,3,14000,Dealer,Petrol,Automatic,23,999,67,5,349000
10584,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.42-5.60 Lakh*,342000,560000,3,25000,Individual,Petrol,Manual,22.7,799,53.64,5,225000
10585,Hyundai EON,Hyundai,EON,,,,9,25000,Individual,Petrol,Manual,21.1,814,55.2,5,185000
10586,Nissan Terrano,Nissan,Terrano,,,,6,55000,Individual,Diesel,Manual,19.01,1461,108.5,5,675000
10587,Fiat Abarth,Fiat,Abarth,,,,3,28000,Individual,Petrol,Manual,17.1,1368,140,5,750000
10588,Mahindra KUV,Mahindra,KUV,New Car (On-Road Price) : Rs.7.01-8.83 Lakh*,701000,883000,4,40000,Individual,Petrol,Manual,18.15,1198,82,6,500000
10589,Maruti Ertiga,Maruti,Ertiga,,,,6,58000,Dealer,Diesel,Manual,20.77,1248,88.8,7,750000
10590,Chevrolet Aveo,Chevrolet,Aveo,,,,10,10000,Individual,Petrol,Manual,14.49,1399,92.7,5,225000
10591,Tata Sumo,Tata,Sumo,,,,9,115000,Individual,Diesel,Manual,15.3,2956,83.8,7,480000
10592,Maruti Ritz,Maruti,Ritz,,,,9,80000,Individual,Petrol,Manual,18.5,1197,85.8,5,350000
10593,Maruti Alto,Maruti,Alto,,,,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
10594,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.43-4.58 Lakh*,343000,458000,7,50000,Dealer,Petrol,Manual,22.74,796,47.3,5,240000
10595,Renault Duster,Renault,Duster,,,,4,36000,Dealer,Diesel,Manual,19.87,1461,83.8,5,680000
10596,Toyota Innova,Toyota,Innova,,,,6,51000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1090000
10597,Mahindra KUV,Mahindra,KUV,New Car (On-Road Price) : Rs.6.95-8.72 Lakh*,695000,872000,5,15000,Individual,Petrol,Manual,18.15,1198,82,5,400000
10598,Maruti A,Maruti,A,,,,12,60000,Individual,Petrol,Manual,19,998,66.1,5,145000
10599,Maruti Vitara,Maruti,Vitara,,,,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000
10600,Tata Nexon,Tata,Nexon,New Car (On-Road Price) : Rs.9.54-14.74 Lakh*,954000,1474000,3,51000,Dealer,Diesel,Manual,21.5,1497,108.5,5,775000
10601,Mahindra Marazzo,Mahindra,Marazzo,New Car (On-Road Price) : Rs.13.12-15.45 Lakh*,1312000,1545000,2,45800,Dealer,Diesel,Manual,17.3,1497,121,7,1050000
10602,Maruti Swift Dzire,Maruti,Swift Dzire,,,,2,30000,Dealer,Diesel,Manual,28.4,1248,74.02,5,780000
10603,Hyundai i20,Hyundai,i20,,,,4,29599,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000
10604,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.39-16.72 Lakh*,1039000,1672000,8,90000,Individual,Petrol,Manual,15.04,1598,103.6,5,375000
10605,Toyota Corolla,Toyota,Corolla,,,,6,51051,Dealer,Petrol,Manual,14.28,1798,138.03,5,750000
10606,Hyundai EON,Hyundai,EON,,,,5,30000,Individual,Petrol,Manual,20.3,998,68.05,5,265000
10607,Maruti Swift,Maruti,Swift,,,,6,79000,Dealer,Diesel,Manual,28.4,1248,74,5,525000
10608,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.90-13.03 Lakh*,790000,1303000,11,100000,Individual,Petrol,Manual,17,1197,80,5,190000
10609,BMW 3,BMW,3,New Car (On-Road Price) : Rs.47.62-53.70 Lakh*,4762000,5370000,6,31000,Dealer,Diesel,Automatic,18.88,1995,184,5,2150000
10610,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.49-5.88 Lakh*,349000,588000,4,25000,Individual,Petrol,Manual,23.01,999,67,5,285000
10611,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.10-15.60 Lakh*,1010000,1560000,8,38000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000
10612,Ford Fiesta,Ford,Fiesta,,,,11,26000,Individual,Petrol,Manual,15.3,1596,99.6,5,175000
10613,Tata Tiago,Tata,Tiago,,,,3,60000,Individual,Diesel,Manual,27.28,1047,69,5,375000
10614,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-13.00 Lakh*,770000,1300000,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
10615,Maruti Omni,Maruti,Omni,,,,13,52089,Dealer,Petrol,Manual,19.7,796,35,8,100000
10616,Maruti Omni,Maruti,Omni,,,,2,50000,Individual,Petrol,Manual,16.8,796,34.2,8,260000
10617,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.10-12.55 Lakh*,1110000,1255000,3,15299,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
10618,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.80-11.30 Lakh*,880000,1130000,4,25428,Dealer,Petrol,Manual,18.7,1199,88.7,5,520000
10619,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,526000,701000,9,37000,Individual,Petrol,Manual,18.9,998,67.1,5,250000
10620,Mahindra XUV300,Mahindra,XUV300,New Car (On-Road Price) : Rs.9.08-12.84 Lakh*,908000,1284000,2,15000,Individual,Petrol,Manual,17,1197,110,5,1050000
10621,Chevrolet Sail,Chevrolet,Sail,,,,6,36259,Dealer,Petrol,Manual,18.2,1199,82.4,5,249000
10622,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.26-16.29 Lakh*,1226000,1629000,3,11000,Individual,Petrol,Manual,17.14,1497,117.6,5,1100000
10623,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.4.26-7.01 Lakh*,426000,701000,2,30000,Individual,Petrol,Automatic,19.59,1198,76.43,5,550000
10624,Hyundai EON,Hyundai,EON,,,,9,53000,Dealer,Petrol,Manual,21.1,814,55.2,5,215000
10625,Mahindra KUV100,Mahindra,KUV100,New Car (On-Road Price) : Rs.6.68-8.48 Lakh*,668000,848000,3,16000,Individual,Petrol,Manual,18.15,1198,82,6,480000
10626,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.41-17.49 Lakh*,1241000,1749000,2,45000,Dealer,Diesel,Manual,22,1582,126.2,5,1150000
10627,Renault Duster,Renault,Duster,,,,7,90000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000
10628,Tata Nexon,Tata,Nexon,New Car (On-Road Price) : Rs.7.90-12.77 Lakh*,790000,1277000,3,10000,Individual,Petrol,Manual,17,1198,108.5,5,685000
10629,Volkswagen Ameo,Volkswagen,Ameo,,,,4,29000,Dealer,Diesel,Automatic,21.73,1498,108.62,5,599000
10630,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.30-7.89 Lakh*,630000,789000,10,46132,Dealer,Petrol,Manual,15.6,1196,70,5,139000
10631,Tata Indica,Tata,Indica,,,,6,110000,Individual,Diesel,Manual,25,1405,69,5,200000
10632,Maruti Alto,Maruti,Alto,,,,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
10633,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.11.98-16.88 Lakh*,1198000,1688000,8,60000,Individual,Diesel,Manual,22.32,1582,126.32,5,450000
10634,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.6.91-9.81 Lakh*,691000,981000,5,56348,Dealer,Petrol,Manual,17.8,1198,86.7,5,400000
10635,Nissan Sunny,Nissan,Sunny,,,,6,40000,Individual,Diesel,Manual,22.71,1461,84.8,5,570000
10636,Mahindra KUV,Mahindra,KUV,New Car (On-Road Price) : Rs.6.95-8.72 Lakh*,695000,872000,5,15000,Individual,Petrol,Manual,18.15,1198,82,5,420000
10637,Maruti Swift,Maruti,Swift,,,,7,64000,Dealer,Diesel,Manual,28.4,1248,74,5,440000
10638,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.6.91-9.81 Lakh*,691000,981000,2,5000,Individual,Petrol,Automatic,19,1199,88.76,5,800000
10639,Hyundai EON,Hyundai,EON,,,,4,50000,Individual,Petrol,Manual,21.1,814,55.2,5,265000
10640,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.52-5.99 Lakh*,352000,599000,3,12000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
10641,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.52-5.99 Lakh*,352000,599000,4,9748,Individual,Petrol,Manual,23.01,999,67,5,350000
10642,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.97-11.49 Lakh*,897000,1149000,5,48731,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000
10643,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.25-19.73 Lakh*,1525000,1973000,7,100000,Dealer,Diesel,Manual,12.05,2179,120,8,590000
10644,Tata Sumo,Tata,Sumo,,,,10,229000,Individual,Diesel,Manual,14.07,2956,68.4,7,210000
10645,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.18-17.48 Lakh*,1318000,1748000,5,27000,Dealer,Petrol,Manual,17,1497,118,5,775000
10646,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.53-7.75 Lakh*,553000,775000,3,25000,Individual,Petrol,Manual,23.84,1199,84,5,450000
10647,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.03-22.24 Lakh*,1603000,2224000,6,30000,Individual,Diesel,Manual,15.1,2179,140,7,820000
10648,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.13-18.47 Lakh*,1313000,1847000,5,70000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,800000
10649,Maruti Ciaz,Maruti,Ciaz,,,,6,40000,Individual,Diesel,Manual,26.21,1248,88.5,5,549000
10650,Hyundai Venue,Hyundai,Venue,New Car (On-Road Price) : Rs.7.86-13.41 Lakh*,786000,1341000,1,2600,Individual,Petrol,Manual,18.27,998,118.35,5,950000
10651,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.92-13.28 Lakh*,992000,1328000,7,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
10652,Maruti Swift Dzire,Maruti,Swift Dzire,,,,10,85000,Dealer,Petrol,Manual,19,1197,85.8,5,225000
10653,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.83-10.23 Lakh*,983000,1023000,6,79661,Dealer,Diesel,Manual,25.83,1498,99,5,570000
10654,Hyundai i10,Hyundai,i10,,,,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,290000
10655,Ford Ecosport,Ford,Ecosport,,,,8,34000,Dealer,Petrol,Manual,18.88,999,123.37,5,550000
10656,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.83-16.98 Lakh*,1283000,1698000,10,84470,Dealer,Petrol,Manual,16.8,1497,116.4,5,425000
10657,Hyundai i20,Hyundai,i20,,,,3,25656,Individual,Petrol,Manual,17.19,1197,81.86,5,650000
10658,Hyundai Grand,Hyundai,Grand,,,,4,73000,Individual,Diesel,Manual,24,1186,73.97,5,375000
10659,Maruti Zen,Maruti,Zen,,,,19,50000,Individual,Petrol,Manual,17.3,993,60,5,60000
10660,Volkswagen Jetta,Volkswagen,Jetta,,,,7,45000,Dealer,Diesel,Manual,19.33,1968,138.03,5,650000
10661,Maruti Swift Dzire,Maruti,Swift Dzire,,,,11,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,200000
10662,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.84-7.22 Lakh*,684000,722000,1,1000,Individual,Petrol,Manual,18.9,1197,81.86,5,636000
10663,Honda City,Honda,City,,,,6,46046,Dealer,Petrol,Manual,17.4,1497,117.3,5,625000
10664,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.6.76-7.10 Lakh*,676000,710000,6,54111,Dealer,Petrol,Manual,19.81,1086,68.05,5,299000
10665,Chevrolet Beat,Chevrolet,Beat,,,,8,51825,Dealer,Diesel,Manual,25.44,936,57.6,5,245000
10666,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.80-11.30 Lakh*,880000,1130000,6,40000,Dealer,Petrol,Manual,18.7,1199,88.7,5,495000
10667,Maruti Zen,Maruti,Zen,,,,13,40000,Individual,Petrol,Manual,18.2,1061,64,5,175000
10668,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.40-17.09 Lakh*,1440000,1709000,4,80000,Individual,Diesel,Manual,26,1498,98.6,5,700000
10669,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.81-10.14 Lakh*,681000,1014000,4,10000,Individual,Petrol,Automatic,22,1197,81.8,5,630000
10670,Hyundai Grand,Hyundai,Grand,,,,3,58072,Dealer,Diesel,Manual,24,1186,73.97,5,490000
10671,Toyota Fortuner,Toyota,Fortuner,,,,2,1677,Dealer,Diesel,Manual,12.55,2982,168.5,7,2950000
10672,Mahindra Bolero,Mahindra,Bolero,,,,2,40000,Individual,Diesel,Manual,16.5,1493,70,7,700000
10673,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.76-21.36 Lakh*,1276000,2136000,3,73185,Dealer,Diesel,Manual,19.67,1582,126.2,5,1350000
10674,Hyundai EON,Hyundai,EON,,,,4,30000,Individual,Petrol,Manual,21.1,814,55.2,5,300000
10675,Maruti Swift,Maruti,Swift,,,,7,89000,Individual,Diesel,Manual,25.2,1248,74,5,350000
10676,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,674000,1004000,2,10000,Individual,Petrol,Automatic,21.21,1197,81.8,5,710000
10677,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.82-10.32 Lakh*,882000,1032000,8,200000,Individual,Diesel,Manual,15.96,2523,62.1,7,360000
10678,Mahindra Verito,Mahindra,Verito,,,,9,180000,Individual,Diesel,Manual,21,1461,64.1,5,220000
10679,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.85-13.58 Lakh*,785000,1358000,8,30000,Individual,Petrol,Manual,18.5,1197,82.85,5,500000
10680,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.17-6.89 Lakh*,517000,689000,5,16000,Dealer,Petrol,Manual,20.51,998,67.04,5,329000
10681,Hyundai EON,Hyundai,EON,,,,8,33000,Dealer,Petrol,Manual,21.1,814,55.2,5,235000
10682,Maruti Omni,Maruti,Omni,,,,3,15000,Individual,Petrol,Manual,16.8,796,34.2,5,240000
10683,Tata Manza,Tata,Manza,,,,9,80000,Individual,Diesel,Manual,21.12,1248,88.8,5,220000
10684,Honda Brio,Honda,Brio,,,,7,55000,Dealer,Petrol,Manual,18.5,1198,86.8,5,300000
10685,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.54-7.83 Lakh*,554000,783000,2,5000,Individual,Petrol,Manual,23.84,1199,84,5,520000
10686,Maruti Alto,Maruti,Alto,,,,11,60000,Individual,Petrol,Manual,19.7,796,46.3,5,200000
10687,Tata Indica,Tata,Indica,,,,12,30000,Individual,Petrol,Manual,15.3,1193,65.3,5,110000
10688,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.18-17.48 Lakh*,1318000,1748000,10,102620,Dealer,Petrol,Manual,17,1497,118,5,430000
10689,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.38-4.57 Lakh*,338000,457000,7,110000,Individual,Petrol,Manual,22.74,796,47.3,5,180000
10690,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.5.02-5.06 Lakh*,502000,506000,6,50000,Individual,CNG,Manual,30.46,796,47.3,5,240000
10691,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.57-12.56 Lakh*,757000,1256000,5,19000,Dealer,Petrol,Manual,18.6,1197,81.83,5,499000
10692,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.50-19.42 Lakh*,1150000,1942000,2,15000,Individual,Diesel,Automatic,17.6,1582,126.2,5,1300000
10693,Maruti Swift Dzire,Maruti,Swift Dzire,,,,6,70000,Individual,Diesel,Manual,26.59,1248,74,5,580000
10694,Renault Duster,Renault,Duster,,,,7,43001,Dealer,Diesel,Manual,19.01,1461,108.45,5,449000
10695,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.06-9.98 Lakh*,706000,998000,3,33000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
10696,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.52-5.99 Lakh*,352000,599000,2,12123,Individual,Petrol,Manual,23.01,999,67,5,375000
10697,Maruti Swift Dzire,Maruti,Swift Dzire,,,,10,60682,Dealer,Diesel,Manual,19.3,1248,73.9,5,450000
10698,Tata Indica,Tata,Indica,,,,5,50000,Individual,Diesel,Manual,17.88,1405,48.21,5,50000
10699,Volkswagen Vento,Volkswagen,Vento,,,,10,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5,265000
10700,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.14-45.24 Lakh*,3914000,4524000,5,40000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,2250000
10701,Maruti Swift,Maruti,Swift,,,,9,50500,Dealer,Petrol,Manual,18.6,1197,85.8,5,325000
10702,Hyundai Getz,Hyundai,Getz,,,,16,80000,Individual,Petrol,Manual,16.8,1341,61,5,99000
10703,Tata Nano,Tata,Nano,,,,5,5000,Individual,Petrol,Manual,23.9,624,37.48,4,150000
10704,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.57-6.06 Lakh*,357000,606000,5,35000,Dealer,Petrol,Manual,25.17,799,53.3,5,250000
10705,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.8.75-9.25 Lakh*,875000,925000,8,80000,Individual,Diesel,Manual,20,1399,68.1,5,200000
