host_response_rate,host_identity_verified,host_total_listings_count,city,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1898,27500,2,18,93.0,0,2,1.49,1
100,1,18,2,1,8,1,2,2.0,1.0,1.0,4,2954,9900,1,83,89.0,1,2,7.03,0
100,1,3,2,1,0,0,3,1.0,0.0,2.0,4,2883,9900,3,25,83.0,0,1,2.57,1
100,1,14,2,1,8,1,1,1.5,1.0,1.0,4,332,5800,1,5,84.0,0,2,0.42,0
100,1,18,2,1,8,1,2,2.0,1.0,2.0,4,2954,9900,1,80,88.0,1,2,6.7,1
100,1,18,2,1,8,1,2,2.0,1.0,1.0,4,2953,9900,1,79,91.0,1,2,6.6,1
100,1,1,2,1,0,0,1,1.0,0.0,1.0,4,3035,9000,3,1,80.0,0,0,0.09,0
100,1,1,36,1,0,1,2,1.0,1.0,1.0,4,1741,8000,1,89,95.0,0,1,7.34,1
100,0,5,33,1,8,1,5,3.5,1.0,2.0,4,108,5500,1,19,95.0,0,2,4.96,0
100,1,1,2,0,0,0,2,1.0,0.0,1.0,4,2428,12500,1,90,95.0,0,2,7.48,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1404,9900,2,2,100.0,0,1,0.18,0
100,1,2,2,1,8,1,1,1.0,1.0,1.0,4,2222,9500,3,32,98.0,0,1,2.65,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2319,10000,1,5,100.0,0,0,0.43,0
100,0,1,2,1,0,0,7,1.0,2.0,4.0,4,951,30000,2,0,100.0,0,0,1.0,0
90,1,1,2,1,4,0,4,1.0,3.0,3.0,4,1433,15000,3,1,100.0,0,1,1.0,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1341,17500,2,3,87.0,0,1,0.26,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1708,9900,2,11,100.0,0,2,0.92,0
97,1,4,2,1,0,0,4,1.0,0.0,2.0,4,1900,10700,2,78,89.0,0,2,6.7,1
100,1,3,2,1,8,0,8,4.5,5.0,6.0,4,1438,130000,5,2,100.0,0,2,0.75,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2126,4500,10,1,80.0,0,0,0.09,0
50,1,2,2,1,0,0,4,1.0,2.0,2.0,4,95,29000,2,1,100.0,0,1,0.09,0
100,0,1,2,1,4,0,4,1.0,2.0,2.0,4,1894,27500,1,29,94.0,0,2,2.76,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,1335,8500,2,11,96.0,0,1,0.99,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,1782,7500,2,4,100.0,0,1,0.41,0
100,1,18,2,1,8,1,1,2.0,1.0,1.0,4,707,9900,1,48,96.0,1,2,3.98,1
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1198,9900,2,9,98.0,0,1,0.79,0
100,1,5,2,1,4,1,2,1.5,1.0,1.0,4,1585,11000,2,15,96.0,1,1,2.31,0
90,1,3,2,1,0,1,2,1.0,1.0,1.0,4,169,10000,1,2,80.0,0,0,0.18,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1856,31900,3,0,100.0,0,2,1.0,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1861,31900,3,0,100.0,0,2,1.0,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,942,27500,5,4,100.0,0,1,0.37,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1857,31900,3,1,40.0,0,2,0.43,0
100,0,9,2,0,0,1,1,1.0,1.0,1.0,4,861,4800,5,4,65.0,0,1,0.35,1
89,1,2,2,1,0,0,2,1.5,1.0,1.0,4,1995,42500,3,3,100.0,0,2,0.29,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1856,31900,3,0,100.0,0,2,1.0,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1858,31900,3,0,100.0,0,2,1.0,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1858,31900,3,0,100.0,0,2,1.0,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,2078,31900,3,2,100.0,0,2,0.22,0
100,1,2,2,1,0,0,4,2.5,2.0,2.0,4,1501,18000,3,0,100.0,0,2,1.0,0
100,0,4,2,1,0,1,2,1.0,1.0,1.0,4,2920,10300,1,0,100.0,0,0,1.0,0
100,1,2,28,1,0,2,3,1.0,1.0,2.0,0,777,4500,1,19,93.0,0,1,1.57,1
100,0,4,2,1,0,1,2,1.0,1.0,1.0,4,2916,8500,1,0,100.0,0,0,1.0,0
100,1,4,2,1,0,0,4,1.0,1.0,2.0,4,1268,22500,2,25,90.0,0,1,2.2,0
100,1,1,2,0,0,1,2,1.0,1.0,1.0,4,2848,20000,1,14,93.0,0,1,1.19,1
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,1753,15100,1,71,93.0,0,1,6.07,1
100,1,8,2,1,0,0,5,1.0,2.0,3.0,4,1414,19200,3,20,93.0,1,1,1.81,0
50,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1639,18000,1,17,99.0,0,1,1.46,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1504,17800,1,9,100.0,0,2,0.78,0
90,1,3,2,1,0,1,1,1.0,1.0,1.0,4,165,9000,1,8,100.0,0,0,0.7,0
96,1,28,29,1,0,1,3,1.0,1.0,1.0,4,610,6900,2,4,90.0,1,2,0.34,0
100,1,1,7,1,0,1,2,1.0,1.0,1.0,4,2704,8500,1,7,86.0,0,0,0.62,0
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,945,40000,1,0,100.0,0,0,1.0,0
70,1,2,2,1,0,1,2,1.0,1.0,1.0,4,1217,13000,1,23,98.0,0,2,2.12,0
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,1937,7900,2,4,95.0,1,2,0.36,0
90,0,2,2,1,0,0,4,2.0,2.0,2.0,4,2068,60000,2,0,100.0,0,0,1.0,0
89,0,1,28,1,0,0,4,1.0,1.0,1.0,4,424,10000,2,7,90.0,0,2,0.63,0
100,1,1,2,1,0,1,1,2.0,1.0,1.0,4,2202,5000,2,0,100.0,0,0,1.0,0
100,1,1,2,0,0,0,4,1.0,1.0,2.0,4,680,20000,2,13,98.0,0,2,1.1,1
100,1,7,2,1,0,0,3,1.0,0.0,1.0,4,552,9900,1,71,79.0,1,0,6.07,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1240,9500,1,57,96.0,0,0,8.3,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,997,13700,7,0,100.0,0,2,1.0,0
99,1,24,2,1,10,2,1,0.0,1.0,1.0,1,3091,22500,1,0,100.0,0,2,1.0,0
100,1,6,2,1,0,0,5,1.0,1.0,1.0,4,532,25000,3,9,98.0,0,2,0.84,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,2,536,16000,7,1,60.0,0,2,0.09,0
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,1999,12900,2,9,100.0,1,2,0.9,0
100,0,2,2,0,8,1,3,2.0,1.0,3.0,4,883,7500,3,6,68.0,0,0,0.6,1
100,1,1,2,1,2,1,2,1.0,1.0,1.0,4,1774,34500,1,8,100.0,0,0,0.69,0
100,1,4,2,1,1,1,2,2.0,1.0,1.0,4,180,9900,2,32,94.0,1,1,2.71,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1245,19500,1,9,100.0,0,0,1.73,0
100,1,1,2,1,0,0,3,1.0,1.0,2.0,4,570,22500,2,23,98.0,0,1,2.0,0
100,0,1,2,1,0,0,4,1.0,1.0,1.0,4,142,17500,3,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,5,1.0,2.0,3.0,4,1942,29500,3,29,94.0,0,1,2.74,1
98,1,24,2,1,0,0,6,1.5,2.0,2.0,4,1932,25000,2,9,84.0,0,2,0.97,0
100,1,1,2,1,0,2,2,1.0,1.0,1.0,0,2626,9500,1,45,95.0,0,2,4.05,1
100,1,3,28,1,8,1,2,1.0,1.0,1.0,4,713,8900,1,27,84.0,0,0,2.35,0
100,1,1,11,1,8,0,3,1.0,1.0,2.0,4,235,14900,2,60,97.0,0,0,5.2,1
96,1,3,2,1,4,1,4,1.0,1.0,3.0,4,17,17500,1,39,95.0,0,2,3.31,1
82,1,3,11,1,0,0,3,1.0,2.0,2.0,4,1285,22500,2,7,97.0,0,1,0.59,0
100,1,15,2,1,0,0,6,1.0,2.0,2.0,4,1202,32500,2,48,99.0,1,2,4.3,0
50,1,1,2,1,0,1,1,1.0,1.0,1.0,4,1635,10000,2,5,100.0,0,0,0.47,0
90,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2669,7000,1,2,100.0,0,1,2.0,0
67,1,1,2,1,8,1,2,1.0,1.0,1.0,4,3005,5900,1,8,83.0,0,1,0.75,1
100,0,9,2,0,0,1,1,1.0,1.0,1.0,4,391,5000,15,6,76.0,0,2,0.52,0
100,1,1,2,1,0,0,1,1.0,1.0,1.0,4,1998,12000,1,28,99.0,0,1,2.41,0
100,1,1,2,1,8,1,2,2.0,1.0,1.0,4,2172,5000,2,14,99.0,0,0,1.23,0
100,1,1,2,1,0,0,4,1.5,1.0,1.0,4,2792,25000,2,15,100.0,0,2,1.52,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,539,6900,2,4,100.0,0,1,0.36,0
100,1,1,7,1,0,1,2,1.0,1.0,1.0,4,817,7500,1,30,87.0,1,0,2.66,0
100,0,2,2,0,8,1,1,1.0,1.0,1.0,4,1901,7500,1,9,96.0,0,0,0.78,0
75,1,1,2,0,8,1,2,1.0,1.0,1.0,4,236,10000,1,3,87.0,1,0,0.26,0
100,1,2,2,0,0,0,4,1.0,0.0,2.0,4,2787,13900,2,7,90.0,0,2,0.63,0
90,1,2,2,1,0,1,2,1.0,1.0,1.0,4,729,11500,2,20,96.0,0,0,1.77,0
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,1935,8900,2,8,98.0,1,2,0.72,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2124,6500,1,13,94.0,0,0,1.19,0
100,1,2,2,1,0,0,2,1.0,1.0,1.0,4,1499,25000,2,42,100.0,0,2,3.6,0
71,1,363,2,1,0,0,4,1.0,1.0,2.0,4,2045,16900,3,1,100.0,1,2,0.09,0
100,1,1,2,0,8,1,2,1.0,1.0,1.0,4,1440,11000,1,29,95.0,0,0,2.49,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,1442,7900,1,16,100.0,0,2,3.08,0
94,0,3,2,0,4,0,8,2.0,5.0,4.0,4,2651,30000,1,9,93.0,0,2,5.87,0
94,0,3,2,1,8,0,8,2.0,4.0,4.0,4,1367,22500,1,21,75.0,0,2,1.82,1
100,0,2,2,1,11,1,1,2.0,1.0,1.0,4,479,20200,1,14,64.0,0,0,1.21,0
100,1,3,28,0,8,1,1,2.0,1.0,1.0,4,256,7900,1,33,94.0,1,0,2.84,0
98,1,5,2,1,8,0,16,1.0,3.0,5.0,4,2486,12500,1,24,91.0,0,2,2.07,1
100,0,4,2,0,8,1,2,2.0,1.0,1.0,4,772,5000,4,1,60.0,0,0,0.09,0
100,1,1,2,1,4,0,4,1.0,1.0,2.0,4,1714,22500,1,0,100.0,0,2,1.0,0
100,0,1,2,0,0,1,1,1.0,1.0,1.0,4,323,8400,1,29,95.0,0,0,2.6,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,1684,22000,2,72,96.0,0,2,6.22,1
100,1,4,2,1,0,0,4,1.0,2.0,2.0,4,1307,28500,2,37,91.0,0,1,3.4,1
100,1,1,2,1,4,1,2,1.0,1.0,1.0,4,1380,11500,2,45,98.0,0,0,3.9,1
100,1,2,2,1,0,0,2,1.0,0.0,1.0,4,1682,21500,1,22,92.0,0,1,1.99,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,721,16900,2,9,96.0,0,0,0.81,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,1313,17500,2,8,98.0,0,2,0.71,0
100,1,2,2,1,4,0,4,1.0,1.0,2.0,4,2115,18900,30,8,86.0,1,2,0.74,0
100,1,2,2,1,8,1,2,1.0,1.0,1.0,4,1054,15000,2,29,98.0,0,2,2.6,1
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,1804,40000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,2903,20000,3,38,99.0,0,2,3.37,0
80,1,1,2,1,11,1,2,1.5,1.0,1.0,4,104,13000,3,8,100.0,0,2,0.78,0
100,1,2,2,1,0,0,5,1.0,2.0,2.0,4,2432,29800,2,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,3,1.0,1.0,2.0,4,348,15000,1,4,100.0,0,0,0.39,0
85,1,1,2,1,0,0,3,1.0,2.0,2.0,4,1686,27500,3,7,97.0,0,2,1.49,0
100,1,4,2,1,0,0,5,1.0,3.0,3.0,4,576,15000,1,59,84.0,1,1,5.28,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,856,6500,2,0,100.0,0,0,1.0,0
100,0,1,2,1,9,1,1,1.5,1.0,1.0,4,34,5000,1,0,100.0,0,2,1.0,0
100,0,4,2,1,8,0,2,1.0,1.0,1.0,4,617,17900,2,15,83.0,0,0,1.33,1
100,1,2,2,1,8,1,1,0.5,1.0,1.0,4,2307,4500,1,1,100.0,0,0,0.22,0
100,1,20,2,1,4,0,4,1.0,2.0,2.0,4,1891,9900,2,30,87.0,1,2,2.72,1
100,1,1,2,0,0,2,2,1.0,1.0,1.0,3,529,8900,2,68,98.0,0,1,6.02,1
100,0,1,2,1,0,0,3,1.0,0.0,2.0,4,1165,16000,2,13,95.0,0,2,1.31,0
99,1,30,2,0,0,0,7,1.0,2.0,3.0,4,1663,11500,1,38,88.0,0,2,3.44,0
100,0,1,2,1,0,0,2,2.0,2.0,1.0,4,1711,25000,2,2,100.0,0,0,0.18,0
71,1,363,2,1,4,0,4,1.0,1.0,2.0,4,2046,19900,3,14,91.0,1,2,1.33,0
100,1,2,2,1,0,2,2,1.0,1.0,2.0,0,2552,10300,2,12,95.0,1,2,1.24,0
100,1,2,2,1,4,1,2,1.0,1.0,2.0,4,1110,10500,2,31,94.0,1,1,3.56,1
100,1,2,2,1,8,1,1,1.5,1.0,1.0,4,2145,5100,1,7,94.0,0,0,0.64,0
56,0,1,2,1,0,2,1,1.0,1.0,1.0,3,1736,3500,1,43,87.0,0,0,3.82,1
100,1,1,2,1,0,0,4,2.0,2.0,2.0,4,99,50000,2,24,100.0,0,2,2.16,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,753,6900,1,34,91.0,0,2,3.09,1
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,1780,6000,1,0,100.0,0,0,1.0,0
83,1,1,2,1,0,1,2,1.0,1.0,1.0,4,669,10000,1,11,73.0,0,0,0.99,0
100,1,3,2,1,0,0,4,2.0,2.0,2.0,4,1902,18000,2,27,90.0,0,1,2.73,1
100,1,3,2,0,8,1,2,1.0,1.0,1.0,4,2484,9500,1,1,100.0,0,0,0.19,0
100,1,2,2,1,8,1,2,1.0,1.0,1.0,4,2577,9500,1,80,98.0,0,1,7.38,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1043,15500,7,2,100.0,0,2,0.2,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,1071,15900,1,37,100.0,0,0,3.57,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,2237,9000,3,38,98.0,0,1,3.52,1
100,1,3,2,1,11,1,2,1.0,1.0,1.0,4,2215,9000,3,31,93.0,0,1,2.96,1
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2793,16900,5,10,97.0,0,2,0.9,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1964,22500,1,6,100.0,0,1,0.54,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,752,5900,1,64,88.0,0,2,5.71,1
90,1,2,7,1,0,1,2,1.0,1.0,1.0,4,766,5000,1,27,97.0,0,2,2.81,0
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,1207,24000,2,26,96.0,0,0,2.4,0
100,1,1,2,0,0,1,2,1.0,1.0,1.0,2,2847,6500,1,22,89.0,0,2,1.99,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,1468,8500,1,2,100.0,0,1,0.42,0
0,0,1,2,0,0,1,3,1.0,1.0,3.0,4,2966,10000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,2015,11000,2,10,84.0,1,2,0.92,0
70,1,2,2,1,0,0,4,2.0,2.0,2.0,4,1230,30000,2,10,94.0,0,2,1.2,0
71,1,1,2,1,0,0,2,1.0,1.0,1.0,4,3015,14000,2,24,88.0,0,2,2.17,1
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,1936,8900,1,7,100.0,0,2,0.66,0
100,1,1,2,1,0,0,7,1.0,2.0,4.0,4,1033,26500,1,38,77.0,1,2,3.84,1
100,1,4,2,1,0,0,6,1.0,2.0,3.0,4,1317,29500,2,43,92.0,0,1,3.96,1
73,1,4,2,1,8,1,2,1.0,1.0,1.0,4,794,5600,1,4,90.0,1,2,0.48,1
100,1,307,2,1,0,0,7,2.0,3.0,4.0,4,2041,22400,2,10,94.0,0,2,0.96,0
100,1,307,2,1,0,0,7,2.0,3.0,4.0,4,2041,16800,2,4,85.0,0,2,0.54,0
100,1,307,2,1,0,0,7,2.0,3.0,4.0,4,2041,18100,2,17,96.0,0,2,1.73,0
100,1,307,2,1,0,0,7,2.0,3.0,4.0,4,2038,16700,2,5,92.0,0,2,0.52,0
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,2041,14600,2,2,90.0,0,2,0.2,0
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,2041,15300,2,7,97.0,0,2,0.69,0
100,1,4,2,1,0,0,6,2.0,2.0,3.0,4,1130,17700,2,27,93.0,1,1,3.08,1
100,1,3,2,1,0,0,4,2.0,2.0,2.0,4,2236,30000,2,0,100.0,0,1,1.0,0
90,1,1,2,0,0,0,3,1.0,1.0,1.0,4,656,20000,1,4,100.0,0,1,0.77,0
100,1,2,2,1,0,0,4,1.0,1.0,1.0,4,2812,20000,1,11,100.0,0,2,1.01,0
100,1,2,2,1,0,2,1,1.0,1.0,1.0,0,2870,15900,1,4,100.0,0,2,2.07,0
98,0,6,2,1,0,0,6,1.0,2.0,2.0,4,2620,29600,1,55,95.0,0,1,5.31,0
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,1819,27500,1,0,100.0,0,0,1.0,0
92,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1218,18500,3,11,98.0,0,1,1.74,0
100,1,4,2,1,0,1,2,1.0,1.0,1.0,4,525,7000,1,4,75.0,0,0,0.37,0
100,1,3,2,0,0,0,5,1.0,2.0,2.0,4,1733,25000,1,15,94.0,1,1,1.58,0
92,1,1,2,1,0,0,3,1.0,0.0,2.0,4,2621,12500,2,20,91.0,0,1,1.91,1
71,1,363,2,1,0,0,2,1.0,1.0,0.0,4,1417,13900,3,10,90.0,1,2,1.14,0
100,1,2,2,1,8,1,2,1.5,1.0,1.0,0,1500,5200,1,12,92.0,0,1,1.11,1
100,1,3,2,1,8,1,1,1.0,1.0,1.0,4,2522,7900,4,0,100.0,0,0,1.0,0
71,1,363,2,1,4,0,4,1.0,2.0,2.0,4,2047,27900,3,19,96.0,1,2,2.17,0
100,0,2,2,1,8,1,4,1.0,1.0,2.0,4,2296,11500,2,10,80.0,0,0,2.59,0
100,0,2,2,1,8,1,2,1.0,1.0,1.0,4,2674,9500,2,0,100.0,0,0,1.0,0
100,0,4,2,1,8,1,2,1.0,1.0,1.0,4,249,17000,2,2,80.0,0,0,0.42,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1113,12900,1,2,100.0,0,0,0.26,0
100,0,4,2,1,8,0,2,1.0,1.0,1.0,4,2544,16500,2,9,93.0,0,0,0.85,0
90,0,4,2,1,0,0,4,2.0,2.0,3.0,4,1091,37500,3,0,100.0,0,2,1.0,0
100,1,4,2,1,8,0,8,1.0,3.0,4.0,4,2010,9900,1,70,92.0,0,2,6.42,0
100,0,1,2,1,4,1,2,1.5,1.0,1.0,4,163,9000,1,0,100.0,1,0,1.0,0
99,1,24,2,1,8,0,6,1.0,3.0,3.0,4,685,28300,3,7,97.0,0,2,1.84,0
100,0,22,2,0,0,1,1,1.0,1.0,1.0,4,759,6000,10,6,77.0,1,1,0.56,0
90,0,4,2,1,0,0,4,2.0,2.0,3.0,4,1095,27500,4,0,100.0,0,2,1.0,0
60,0,1,2,0,0,1,2,1.0,1.0,1.0,4,2095,9500,1,8,83.0,0,0,0.78,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,2,31,5600,5,5,92.0,0,0,0.47,0
100,1,1,2,0,0,0,4,1.0,1.0,2.0,4,1403,27500,2,7,97.0,0,0,0.66,0
100,0,1,2,1,8,1,2,1.0,1.0,1.0,4,2238,9500,1,1,100.0,0,0,0.09,0
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,2187,16000,2,3,93.0,0,2,0.29,1
100,0,1,2,1,1,1,2,1.0,1.0,1.0,4,1051,8500,3,23,95.0,1,2,2.18,0
100,0,3,13,0,0,1,2,1.0,1.0,1.0,4,3091,6500,1,153,91.0,0,1,14.34,1
100,1,7,2,1,0,0,10,1.0,3.0,7.0,4,1503,50000,3,2,100.0,0,2,0.42,0
100,1,4,2,1,0,0,4,1.0,1.0,2.0,4,1137,15400,2,51,93.0,1,1,4.9,0
100,1,4,2,1,0,0,6,2.0,2.0,3.0,4,919,23400,1,57,94.0,1,1,5.61,1
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,507,12000,1,0,100.0,0,0,1.0,0
100,1,7,2,1,0,0,11,1.0,3.0,8.0,4,2006,25000,1,16,100.0,0,2,6.08,0
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,1879,27900,3,0,100.0,0,1,1.0,0
96,1,313,2,1,0,0,4,1.0,1.0,2.0,4,144,21900,3,0,100.0,0,1,1.0,0
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,2040,10000,1,1,100.0,0,0,0.09,0
100,1,2,2,1,0,0,6,1.0,3.0,3.0,4,107,31900,1,6,100.0,0,1,0.63,0
100,0,6,2,1,8,1,1,1.5,1.0,1.0,4,334,5000,1,0,100.0,0,2,1.0,0
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,271,4500,2,2,100.0,0,0,0.23,0
67,1,1,2,1,0,0,2,1.0,1.0,1.0,4,533,15000,3,7,97.0,0,1,1.09,0
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,1533,25000,2,2,100.0,0,0,0.2,0
100,1,1,2,1,4,0,2,1.0,1.0,1.0,4,1552,21000,2,49,93.0,0,2,4.9,0
100,1,1,2,1,4,0,6,1.0,3.0,3.0,4,1346,35000,2,19,95.0,0,2,1.98,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2131,2500,1,2,80.0,1,0,0.19,0
100,1,1,2,0,0,0,3,1.0,1.0,2.0,4,546,10900,7,0,100.0,0,2,1.0,0
97,1,4,2,0,0,0,3,1.0,1.0,1.0,4,1228,24000,1,35,86.0,0,1,5.47,1
100,1,1,2,1,4,0,6,1.0,2.0,3.0,4,762,15000,2,34,94.0,1,1,3.52,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,629,12000,2,27,91.0,0,2,2.63,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,561,9900,1,1,100.0,0,0,0.18,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,2566,20000,2,0,100.0,0,0,1.0,0
100,0,1,2,1,0,0,2,1.0,0.0,1.0,4,472,11000,1,2,90.0,0,0,0.33,0
100,0,1,2,1,4,0,6,1.0,2.0,2.0,4,3074,15800,2,0,100.0,0,0,1.0,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1000,15000,7,0,100.0,0,2,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,493,8000,1,1,100.0,0,1,0.1,0
100,1,2,2,1,0,0,2,1.0,0.0,1.0,4,1945,16500,2,43,97.0,0,2,4.33,1
100,1,5,13,1,0,1,2,1.0,1.0,1.0,4,92,8900,1,65,95.0,0,2,6.41,0
100,1,2,2,1,4,0,4,2.0,2.0,2.0,4,1072,29500,1,0,100.0,0,1,1.0,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,2206,6000,1,1,100.0,0,2,0.1,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,740,13000,1,1,100.0,0,0,0.1,0
100,1,2,2,1,0,0,2,1.0,0.0,1.0,4,2014,14500,2,46,97.0,1,2,4.54,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,469,15900,1,1,80.0,0,1,0.19,0
100,1,2,2,1,0,0,4,2.0,2.0,2.0,4,1220,17900,1,3,100.0,0,2,0.44,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,2603,10000,1,3,73.0,0,2,0.32,0
86,1,3,2,1,0,0,4,1.0,1.0,2.0,4,1061,13000,2,43,95.0,1,1,4.33,0
86,1,3,2,1,0,0,6,2.0,2.0,3.0,4,2049,23600,2,42,96.0,1,1,4.23,0
100,1,1,2,0,4,0,2,1.0,1.0,1.0,4,2664,6500,1,18,85.0,0,1,2.06,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,73,32500,1,0,100.0,0,1,1.0,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,328,9500,2,33,99.0,0,1,4.02,1
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,1823,21400,1,32,99.0,1,0,3.19,0
100,0,4,2,1,0,0,2,1.0,0.0,1.0,4,1011,18900,13,1,100.0,0,2,0.88,0
100,1,15,2,1,0,0,6,2.0,2.0,2.0,4,1202,37500,3,30,99.0,1,2,3.13,0
100,0,11,2,1,0,0,2,1.0,0.0,2.0,4,2015,8900,1,36,78.0,0,2,3.54,1
100,0,2,2,0,0,1,2,1.0,1.0,1.0,4,3045,13500,1,33,93.0,0,0,3.26,0
100,1,1,2,1,4,1,2,1.0,1.0,1.0,4,663,11000,2,32,96.0,0,2,3.3,0
100,1,1,2,1,0,0,3,1.0,0.0,1.0,4,1989,11000,2,2,100.0,0,1,0.21,0
82,0,1,2,1,8,1,2,1.0,1.0,1.0,4,822,5700,1,12,87.0,0,0,1.2,0
100,0,2,2,0,0,0,6,1.0,2.0,2.0,4,2907,35000,2,17,91.0,0,1,1.85,1
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,686,7900,2,10,96.0,1,2,1.57,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,999,16000,7,0,100.0,0,2,1.0,0
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,687,6800,2,10,96.0,1,2,1.03,0
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,687,5900,2,10,96.0,1,2,1.08,0
100,1,5,2,1,0,0,4,2.0,2.0,2.0,4,1836,25500,1,64,96.0,0,2,6.6,1
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1133,22500,1,0,100.0,0,0,1.0,0
98,1,22,2,1,0,0,4,1.0,1.0,1.0,4,1311,21000,2,7,97.0,0,2,0.81,0
98,1,22,2,1,0,0,2,1.0,0.0,1.0,4,1308,22900,2,5,100.0,0,2,0.82,0
98,1,24,2,1,0,0,4,1.0,1.0,1.0,4,1308,22900,2,9,89.0,0,2,0.92,0
