number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,average price,special requests,booking_status,Meal Plan 1,Meal Plan 2,Meal Plan 3,Not Selected,Room_Type 1,Room_Type 2,Room_Type 3,Room_Type 4,Room_Type 5,Room_Type 6,Room_Type 7,Aviation,Complementary,Corporate,Offline,Online
2,0,2,0,0,75,105.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,94,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,64,130.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,188,90.95,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,4,0,7,111.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,12,163.67,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,5,149.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,89.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,132,113.05,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,2,0,280,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,6,132.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,92,90.95,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1,1,1,0,39,152.1,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,33,42.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,182,70.44,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,346,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,204,72.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,20,139.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,96,79.2,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,1,0.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,94,146.7,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,33,104.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,1,0,4,194.33,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,2,0,39,101.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,335,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,120,76.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,49,85.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,41,60.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,3,0,39,83.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,25,94.35,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,303,78.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,5,89.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,41,150.3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,0,2,0,60,177.3,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,2,0,39,87.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,335,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,150,99.45,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,175,126.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,111,102.75,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,209,72.75,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,1,72.38,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,93,60.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,3,5,1,122,105.9,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,17,104.11,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,0,96.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,8,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,139,104.21,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,14,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,15,111.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,39,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,5,0,135,114.75,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,196,76.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,5,0,24,127.97,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,2,1,0,14,127.67,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,37,94.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,1,10,160.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,34,76.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,3,131.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,201,82.45,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,2,0,49,63.58,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,37,146.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,2,0,129,121.5,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,2,1,0,39,115.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,159,144.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,17,151.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,2,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,309,101.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,1,0,54,55.8,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,52,149.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,138,94.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,60,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,170,78.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,184.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,62,109.8,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,13,102.33,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,80,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,4,0,17,82.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,38,69.52,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,19,89.89,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,101.18,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,4,0,73,150.45,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,19,99.2,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,18,107.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,4,190.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,5,0,20,96.9,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,79,92.65,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,4,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,27,74.33,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,159,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,41,117.6,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,4,185.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,4,0,20,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,118,110.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,209,75.23,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,41,57.83,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,185,79.2,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,0,67.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,327,88.0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,12,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,22,87.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,1,190,103.5,2,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,137,76.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,97.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,13,86.0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,1,0,1,3,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,2,0,82,76.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,44,85.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,82,159.3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,14,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,36,104.49,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,121,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,124,126.9,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11,113.4,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,61,94.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,263,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,3,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,4,10,0,116,86.21,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,4,181.79,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,1,0,1,0,9,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,0,0,2,0,22,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,11,92.8,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,5,0,272,110.78,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,13,169.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,38,107.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,61,68.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,311,9.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,2,3,0,31,66.71,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,433,70.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,168,85.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,46,67.15,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,1,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,33,63.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,3,0,65,130.9,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,6,130.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,94,75.89,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,219,72.25,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,168,85.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,46,99.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,7,120.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,9,88.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,117,71.4,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,0,3,0,201,121.5,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,62,67.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,0,0,14,147.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,45,95.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,309,101.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,86,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,75,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,127,85.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,170,96.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,153,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,118,110.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,3,128.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,178,103.69,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,35,60.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,268,95.4,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,346,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,109,80.75,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,54,123.3,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,21,64.22,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,271,78.3,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,47,99.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,103,94.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,257,80.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,1,235,94.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,6,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,28,133.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,93,126.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,37,69.53,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,90,76.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,44,88.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,45,85.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,24,55.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,79,119.07,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,60,123.3,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,36,105.48,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,3,6,0,119,119.28,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2,2,0,65,65.66,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,59,104.64,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,7,101.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,68,220.0,2,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,6,0,69,123.98,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,4,0,49,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,18,89.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,108,59.37,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,19,46.4,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2,0,1,0,143,106.03,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,5,77.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,5,0,190,84.25,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,1,0,16,166.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,2,0,19,138.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,113,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,1,41,110.7,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,4,180.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,238,114.48,2,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,175,85.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,6,184.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,184,101.05,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,5,73.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,26,158.33,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,11,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,29,104.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,267,95.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,57,85.5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,24,95.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,79,76.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,82,185.03,2,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,48,76.5,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,184,164.25,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,144,112.03,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,144,99.45,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,78,69.7,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,2,0,117,94.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,38,80.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,61,92.65,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,101,97.71,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,2,67.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,47,72.36,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,1,3,1,145,174.15,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,45,72.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,32,75.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,5,65.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,196,72.25,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,3,0,179,107.1,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,4,6,0,207,81.6,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,51,125.8,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,138,91.48,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,86,87.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,3,0,21,178.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,124,76.5,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,1,141,168.3,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,3,0,15,86.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,116,109.65,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,29,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,58,99.0,3,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,327,88.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,39,115.6,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,88,96.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,82,98.25,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,20,88.4,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,15,85.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,188,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,247,90.95,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,58,81.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,137,96.3,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,79,95.2,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,25,108.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,40,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,67,95.4,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,10,137.7,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,22,141.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,7,112.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,5,0,349,80.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
