Age;Experience;Income;Family;Education;CreditCard;Personal_Loan
63;38;;3;Advanced/Professional;;0
54;30;;1;Undergrad;;0
33;8;;2;Undergrad;;0
25;0;;4;Advanced/Professional;;0
41;16;;1;Advanced/Professional;;0
40;16;;4;Advanced/Professional;;1
43;18;;1;Undergrad;;0
36;10;;4;Graduated;;0
57;33;;1;Advanced/Professional;;0
34;9;;1;Undergrad;;0
38;14;;4;Advanced/Professional;;0
47;21;;1;Undergrad;;0
39;13;;4;Advanced/Professional;;0
45;20;;1;Undergrad;;0
62;37;;1;Undergrad;;0
59;34;;1;Undergrad;;0
61;37;;4;Undergrad;;0
36;12;;4;Advanced/Professional;;0
58;34;;4;Undergrad;;0
55;30;;4;Advanced/Professional;;0
29;5;;3;Advanced/Professional;;0
34;8;;4;Undergrad;;0
61;35;154;2;Undergrad;;0
50;20;19;4;Advanced/Professional;;0
52;26;101;2;Graduated;;0
39;15;24;1;Undergrad;;0
55;29;131;2;Undergrad;;0
33;9;105;1;Undergrad;;0
47;21;52;1;Graduated;;0
57;32;21;4;Graduated;;0
57;31;45;3;Undergrad;;0
40;14;39;1;Undergrad;;0
50;25;192;2;Undergrad;;0
29;5;195;1;Undergrad;;0
46;22;83;3;Undergrad;;0
42;15;34;3;Graduated;;0
59;33;49;4;Graduated;;0
31;1;60;4;Advanced/Professional;;0
51;25;41;4;Undergrad;;0
35;10;72;3;Undergrad;;0
59;35;102;4;Graduated;;1
35;10;31;3;Undergrad;;0
46;20;73;1;Graduated;;0
34;9;89;1;Undergrad;;0
55;29;19;4;Advanced/Professional;;0
64;40;63;4;Graduated;;0
34;9;104;3;Advanced/Professional;;0
61;35;40;1;Graduated;;0
63;39;92;2;Advanced/Professional;;0
59;33;72;2;Graduated;;0
51;27;44;3;Graduated;;0
41;16;114;4;Undergrad;;1
37;13;73;4;Undergrad;;0
64;40;63;4;Graduated;;0
44;20;69;1;Advanced/Professional;;0
62;37;42;3;Undergrad;;0
50;26;88;1;Undergrad;;0
43;18;98;2;Undergrad;;0
34;8;65;1;Undergrad;;1
38;13;12;2;Graduated;;0
29;5;122;4;Undergrad;;1
39;14;12;2;Advanced/Professional;;0
53;29;24;2;Undergrad;;0
43;19;170;4;Undergrad;;1
61;36;184;4;Graduated;;1
46;20;25;4;Advanced/Professional;;0
57;31;131;2;Undergrad;;0
59;33;50;2;Advanced/Professional;;0
52;28;21;2;Undergrad;;0
29;3;55;3;Graduated;;0
57;32;124;1;Graduated;;1
49;23;58;4;Undergrad;;0
39;13;72;2;Undergrad;;0
56;31;192;1;Advanced/Professional;;1
63;38;83;3;Graduated;;0
37;12;93;1;Undergrad;;0
56;26;38;3;Advanced/Professional;;0
45;20;55;4;Advanced/Professional;;0
66;41;11;3;Advanced/Professional;;0
40;15;85;2;Undergrad;;0
50;24;124;1;Undergrad;;0
60;36;129;2;Undergrad;;0
31;7;180;1;Undergrad;;0
40;14;74;4;Graduated;;0
36;6;138;1;Advanced/Professional;;1
55;29;111;2;Advanced/Professional;;1
54;28;83;3;Undergrad;;0
35;10;33;4;Undergrad;;0
55;29;21;4;Advanced/Professional;;0
36;10;35;2;Undergrad;;0
66;41;105;1;Advanced/Professional;;0
38;14;103;1;Graduated;;0
58;32;75;2;Advanced/Professional;;0
41;17;33;1;Undergrad;;0
60;34;52;4;Graduated;;0
47;23;89;1;Graduated;;0
62;36;63;1;Advanced/Professional;;0
48;23;84;4;Graduated;;1
61;36;44;4;Undergrad;;0
29;3;29;3;Undergrad;;0
45;21;29;1;Advanced/Professional;;0
39;14;22;2;Graduated;;0
31;6;53;4;Undergrad;;0
39;14;24;2;Graduated;;0
63;38;153;1;Undergrad;;0
28;2;31;2;Graduated;;0
56;30;21;2;Graduated;;0
31;6;180;2;Undergrad;;0
46;20;82;3;Graduated;;0
42;18;90;4;Undergrad;;0
53;29;154;4;Advanced/Professional;;1
41;17;99;2;Graduated;;0
61;36;153;1;Graduated;;1
31;5;93;2;Graduated;;1
62;38;53;1;Graduated;;0
59;34;18;3;Graduated;;0
49;24;70;1;Undergrad;;0
65;39;100;4;Advanced/Professional;;0
30;6;193;3;Advanced/Professional;;1
32;7;125;1;Undergrad;;0
56;31;68;2;Advanced/Professional;;0
36;10;55;1;Undergrad;;0
58;34;152;4;Advanced/Professional;;1
27;3;84;3;Undergrad;;0
41;16;13;2;Advanced/Professional;;0
59;35;33;4;Undergrad;;0
56;32;89;4;Graduated;;0
52;26;93;1;Undergrad;;0
35;5;68;4;Advanced/Professional;;0
47;21;85;2;Graduated;;0
29;4;73;1;Graduated;;0
31;6;83;4;Graduated;;0
62;36;158;2;Advanced/Professional;;1
48;18;182;4;Advanced/Professional;;1
26;1;24;2;Advanced/Professional;;0
60;34;102;2;Undergrad;;0
35;11;53;3;Undergrad;;0
40;15;175;2;Undergrad;;0
31;5;28;3;Undergrad;;0
50;25;14;4;Undergrad;;0
33;7;139;1;Advanced/Professional;;1
37;11;34;3;Undergrad;;0
38;14;64;1;Advanced/Professional;;0
63;38;84;4;Graduated;;0
57;32;42;3;Graduated;;0
61;35;63;1;Undergrad;;0
37;12;100;3;Advanced/Professional;;0
51;25;190;2;Graduated;;1
44;20;22;1;Undergrad;;0
63;37;20;1;Graduated;;0
43;18;21;2;Graduated;;0
38;14;25;4;Graduated;;0
34;9;20;4;Advanced/Professional;;0
48;23;173;3;Undergrad;;1
29;5;81;2;Undergrad;;0
37;11;139;2;Graduated;;1
60;35;119;2;Undergrad;;0
46;20;74;4;Advanced/Professional;;0
34;10;42;1;Graduated;;0
56;30;73;2;Undergrad;;0
57;31;114;4;Undergrad;;1
62;36;44;2;Advanced/Professional;;0
32;8;141;2;Undergrad;;0
51;26;14;2;Undergrad;;0
55;29;33;2;Advanced/Professional;;0
60;34;83;2;Undergrad;;0
40;16;89;4;Undergrad;;0
62;38;39;4;Undergrad;;0
63;39;83;3;Advanced/Professional;;0
60;34;108;2;Undergrad;;0
59;34;21;3;Graduated;;0
26;1;102;1;Undergrad;;0
56;32;48;1;Advanced/Professional;;0
58;32;32;3;Undergrad;;0
57;31;43;1;Undergrad;;0
48;23;35;4;Graduated;;0
30;6;184;1;Undergrad;;0
45;21;140;2;Undergrad;;0
64;38;32;3;Graduated;;0
44;20;149;1;Undergrad;;0
51;25;15;4;Advanced/Professional;;0
43;16;71;3;Graduated;;0
29;3;108;4;Graduated;;0
56;30;122;2;Undergrad;;0
65;41;40;3;Advanced/Professional;;0
46;22;198;2;Undergrad;;0
48;24;79;4;Graduated;;0
56;31;84;1;Advanced/Professional;;0
61;37;31;3;Graduated;;0
46;20;12;4;Advanced/Professional;;0
58;34;88;2;Undergrad;;0
31;5;29;2;Graduated;;0
27;3;201;1;Undergrad;;0
44;20;20;1;Advanced/Professional;;0
44;20;15;1;Undergrad;;0
51;27;155;2;Undergrad;;0
39;13;25;3;Graduated;;0
32;8;200;2;Undergrad;;0
33;7;101;1;Graduated;;0
40;16;19;4;Graduated;;0
36;12;188;2;Undergrad;;0
52;28;8;1;Undergrad;;0
54;29;59;2;Advanced/Professional;;0
26;2;72;4;Undergrad;;0
39;15;55;1;Advanced/Professional;;0
46;19;24;3;Graduated;;0
57;32;19;1;Undergrad;;0
59;33;71;2;Advanced/Professional;;0
52;26;54;2;Graduated;;0
52;26;28;1;Advanced/Professional;;0
50;20;25;4;Advanced/Professional;;0
41;17;51;2;Advanced/Professional;;0
43;19;125;3;Undergrad;;1
25;0;88;2;Graduated;;0
40;16;125;2;Undergrad;;0
35;10;79;4;Advanced/Professional;;0
60;36;31;3;Graduated;;0
57;31;131;2;Undergrad;;0
44;19;70;1;Graduated;;0
61;36;38;3;Advanced/Professional;;0
33;7;83;1;Undergrad;;0
45;20;59;1;Undergrad;;0
45;21;121;1;Undergrad;;0
64;38;42;2;Advanced/Professional;;0
50;24;32;4;Undergrad;;0
28;3;29;4;Undergrad;;0
37;12;40;2;Graduated;;0
62;36;25;3;Advanced/Professional;;0
29;5;21;4;Graduated;;0
49;23;79;3;Graduated;;0
46;22;52;2;Advanced/Professional;;0
60;34;61;4;Graduated;;0
55;31;25;2;Undergrad;;0
33;8;155;1;Advanced/Professional;;1
53;29;25;2;Undergrad;;0
50;24;80;4;Undergrad;;0
28;3;55;4;Graduated;;0
42;17;23;2;Advanced/Professional;;0
33;9;60;1;Undergrad;;0
40;14;54;2;Undergrad;;0
31;6;44;4;Undergrad;;0
41;16;33;4;Graduated;;0
52;27;45;2;Graduated;;0
65;35;55;4;Advanced/Professional;;0
48;24;134;1;Undergrad;;0
45;21;44;3;Graduated;;0
26;0;149;2;Undergrad;;0
64;38;22;2;Advanced/Professional;;0
41;14;74;3;Graduated;;0
43;18;128;4;Undergrad;;1
60;36;62;4;Undergrad;;0
62;37;9;1;Undergrad;;0
46;21;9;2;Advanced/Professional;;0
36;11;15;2;Graduated;;0
31;5;28;4;Undergrad;;0
43;18;83;3;Advanced/Professional;;0
46;22;73;1;Advanced/Professional;;0
50;26;42;4;Graduated;;0
52;27;34;2;Graduated;;0
27;3;32;3;Graduated;;0
34;9;68;1;Undergrad;;0
49;24;82;1;Undergrad;;0
52;26;19;2;Graduated;;0
37;11;60;2;Undergrad;;0
53;27;192;1;Undergrad;;0
54;29;119;3;Undergrad;;1
29;3;190;2;Undergrad;;0
35;11;34;1;Graduated;;0
32;6;44;4;Undergrad;;0
38;13;23;4;Advanced/Professional;;0
44;20;171;4;Undergrad;;1
44;20;43;1;Advanced/Professional;;0
48;22;139;1;Undergrad;;0
46;20;118;1;Undergrad;;0
35;9;113;3;Advanced/Professional;;1
56;32;98;3;Advanced/Professional;;1
49;24;70;1;Undergrad;;0
57;32;42;2;Advanced/Professional;;0
35;10;143;1;Undergrad;;0
44;20;185;3;Undergrad;;1
38;14;28;4;Graduated;;0
57;33;45;3;Undergrad;;0
35;10;78;1;Graduated;;0
29;3;121;2;Undergrad;;0
58;32;59;1;Undergrad;;0
40;16;64;4;Undergrad;;0
51;26;15;2;Undergrad;;0
61;36;10;1;Undergrad;;0
46;20;61;2;Advanced/Professional;;0
55;31;50;4;Undergrad;;0
35;10;79;4;Advanced/Professional;;0
60;34;35;1;Undergrad;;0
28;3;11;4;Advanced/Professional;;0
43;19;128;1;Undergrad;;0
61;36;55;3;Advanced/Professional;;0
48;22;79;3;Graduated;;0
65;39;18;2;Undergrad;;0
45;19;91;2;Graduated;;0
36;11;9;4;Advanced/Professional;;0
45;20;62;2;Advanced/Professional;;0
60;34;;1;Undergrad;;0
47;22;;1;Undergrad;;0
32;7;;4;Undergrad;;0
48;23;;1;Graduated;;1
33;8;;1;Undergrad;;0
49;23;;4;Graduated;;1
56;32;;1;Advanced/Professional;;1
59;33;;1;Undergrad;;0
56;30;;2;Undergrad;;0
30;4;;2;Graduated;;0
59;29;;3;Advanced/Professional;;0
38;13;;2;Undergrad;;0
47;22;;4;Graduated;;0
54;29;;4;Graduated;;0
34;9;;1;Advanced/Professional;;1
41;16;;2;Graduated;;0
47;23;;2;Undergrad;;0
44;19;;4;Advanced/Professional;;0
43;18;;3;Undergrad;;0
31;7;;1;Undergrad;;0
28;2;;4;Advanced/Professional;;0
55;25;;4;Advanced/Professional;;0
42;17;;1;Graduated;;0
53;29;;1;Graduated;;0
30;6;;1;Undergrad;;0
65;40;;3;Advanced/Professional;;0
43;18;;2;Advanced/Professional;;0
56;32;;1;Graduated;;0
25;0;;3;Advanced/Professional;;0
35;10;;3;Undergrad;;0
50;26;;1;Graduated;;0
36;10;;4;Undergrad;;0
34;8;;4;Graduated;;0
32;6;;4;Advanced/Professional;;0
51;25;;4;Undergrad;;0
52;25;;3;Graduated;;0
65;39;;3;Graduated;;0
51;24;;2;Graduated;;0
37;13;;1;Graduated;;0
35;11;;3;Undergrad;;0
67;41;;2;Undergrad;;0
30;6;;3;Undergrad;;1
62;38;;1;Undergrad;;0
42;17;;1;Advanced/Professional;;0
48;22;;1;Graduated;;0
61;36;;2;Undergrad;;0
36;6;;4;Advanced/Professional;;0
48;24;;1;Graduated;;0
65;39;;2;Undergrad;;0
25;1;;1;Undergrad;;0
55;30;;2;Graduated;;0
63;37;;1;Advanced/Professional;;1
31;5;;4;Graduated;;0
43;17;;3;Undergrad;;0
28;4;;3;Graduated;;0
37;11;;3;Graduated;;0
27;3;;3;Undergrad;;0
62;38;;1;Undergrad;;0
51;24;;1;Graduated;;0
56;30;;3;Undergrad;;0
56;30;;3;Graduated;;0
44;19;;4;Advanced/Professional;;0
46;19;;3;Graduated;;0
56;32;;3;Undergrad;;1
56;30;;1;Undergrad;;0
57;33;;1;Undergrad;;0
31;6;;4;Advanced/Professional;;0
65;41;;4;Graduated;;0
31;7;;2;Graduated;;0
36;10;;1;Advanced/Professional;;0
56;30;;4;Undergrad;;1
52;27;;1;Undergrad;;0
42;18;;4;Graduated;;0
55;30;;3;Undergrad;;0
49;24;;1;Advanced/Professional;;0
51;25;;4;Undergrad;;0
26;2;;4;Undergrad;;0
32;7;;1;Graduated;;0
54;29;;1;Advanced/Professional;;0
50;24;;4;Undergrad;;0
59;33;;1;Undergrad;;0
61;36;;4;Graduated;;0
43;19;;2;Undergrad;;0
39;14;;3;Advanced/Professional;;0
56;26;;3;Advanced/Professional;;0
38;14;;2;Undergrad;;0
25;0;;2;Undergrad;;0
42;17;;2;Undergrad;;0
42;18;;1;Undergrad;;0
50;26;;4;Graduated;;0
56;30;;3;Graduated;;0
43;18;;2;Advanced/Professional;;0
60;35;;3;Graduated;;0
42;16;;3;Graduated;;1
57;33;;4;Undergrad;;1
48;24;;1;Graduated;;0
37;11;;3;Undergrad;;0
57;32;;3;Advanced/Professional;;0
62;32;;4;Advanced/Professional;;0
39;9;;2;Advanced/Professional;;1
38;13;;2;Graduated;;0
54;28;;2;Advanced/Professional;;0
45;21;;1;Advanced/Professional;;0
39;15;;1;Advanced/Professional;;0
45;19;;1;Undergrad;;0
62;38;;1;Advanced/Professional;;0
43;19;;1;Undergrad;;0
30;6;;1;Graduated;;0
35;10;;3;Undergrad;;0
58;34;;1;Advanced/Professional;;0
44;19;;1;Advanced/Professional;;0
56;29;;3;Graduated;;0
28;2;;2;Undergrad;;0
64;39;;3;Undergrad;;0
63;39;;4;Graduated;;0
44;20;;1;Advanced/Professional;;0
34;9;;1;Advanced/Professional;;1
50;24;;3;Graduated;;0
51;25;;1;Advanced/Professional;;1
30;4;;1;Advanced/Professional;;0
55;31;;2;Undergrad;;0
57;33;;1;Advanced/Professional;;0
43;19;;2;Undergrad;;0
61;36;;2;Graduated;;0
49;23;;4;Undergrad;;0
52;28;;3;Graduated;;0
57;33;;3;Undergrad;;0
53;23;;4;Advanced/Professional;;0
52;28;;1;Advanced/Professional;;0
39;15;;4;Undergrad;;0
58;34;;1;Advanced/Professional;;0
36;12;;1;Graduated;;0
45;21;;4;Advanced/Professional;;0
30;5;;1;Graduated;;0
49;25;;4;Undergrad;;0
44;20;;4;Advanced/Professional;;0
43;17;;3;Graduated;;0
42;18;;4;Undergrad;;0
29;4;;2;Undergrad;;0
28;2;;1;Undergrad;;0
50;24;;1;Undergrad;;0
44;19;;4;Graduated;;0
52;26;;1;Undergrad;;0
28;4;;1;Undergrad;;0
62;38;;2;Undergrad;;0
34;10;;1;Graduated;;0
45;20;;3;Advanced/Professional;;0
52;26;;2;Graduated;;0
43;18;;3;Advanced/Professional;;0
54;24;;1;Advanced/Professional;;0
64;38;;1;Undergrad;;0
27;3;;1;Undergrad;;0
42;17;;4;Graduated;;0
28;2;;4;Advanced/Professional;;0
47;22;;2;Undergrad;;0
39;13;;4;Advanced/Professional;;0
29;3;;2;Undergrad;;0
39;13;;2;Undergrad;;0
41;15;;3;Advanced/Professional;;0
37;11;;2;Advanced/Professional;;0
41;17;;1;Undergrad;;0
45;19;;1;Undergrad;;0
52;26;;3;Graduated;;0
58;33;;3;Graduated;;0
31;5;;2;Undergrad;;0
26;1;;4;Graduated;;0
31;7;;4;Graduated;;0
42;17;;2;Undergrad;;0
56;31;;3;Graduated;;0
52;28;;1;Undergrad;;0
59;35;;1;Advanced/Professional;;0
32;8;;1;Advanced/Professional;;0
46;22;;3;Undergrad;;0
52;28;;2;Undergrad;;0
30;5;;2;Undergrad;;0
32;8;;1;Undergrad;;0
35;11;;1;Graduated;;0
49;24;;1;Advanced/Professional;;0
54;30;;1;Advanced/Professional;;0
56;32;;3;Advanced/Professional;;1
48;22;;2;Graduated;;0
28;2;;1;Graduated;;0
44;17;;2;Graduated;;1
30;4;;3;Undergrad;;1
44;20;;1;Undergrad;;0
30;4;;1;Advanced/Professional;;0
47;23;;2;Graduated;;1
64;39;;4;Graduated;;0
48;21;;3;Graduated;;0
63;38;;1;Advanced/Professional;;0
25;0;;1;Undergrad;;0
61;36;;2;Undergrad;;0
46;21;;4;Graduated;;0
57;31;;1;Undergrad;;0
40;15;;3;Advanced/Professional;;0
49;19;;3;Advanced/Professional;;1
30;5;;1;Undergrad;;0
41;17;;4;Undergrad;;0
42;15;;3;Graduated;;0
63;39;;2;Undergrad;;0
43;17;;1;Undergrad;;0
59;34;;3;Undergrad;;0
46;20;;4;Advanced/Professional;;1
33;3;;4;Advanced/Professional;;0
55;29;;1;Undergrad;;0
36;12;;4;Undergrad;;1
47;20;;3;Graduated;;0
59;33;;2;Graduated;;0
38;12;;2;Undergrad;;0
42;17;;2;Advanced/Professional;;0
30;3;;4;Graduated;;0
63;38;;2;Undergrad;;0
60;35;;3;Undergrad;;0
62;37;;3;Undergrad;;0
49;23;;1;Undergrad;;0
59;33;;4;Graduated;;0
36;10;;4;Undergrad;;0
46;19;;3;Graduated;;0
35;8;;2;Graduated;;0
50;24;;1;Undergrad;;0
51;25;;2;Advanced/Professional;;0
41;16;;3;Advanced/Professional;;0
45;20;;3;Graduated;;1
41;17;;1;Undergrad;;0
57;32;;2;Advanced/Professional;;0
51;25;;1;Undergrad;;0
52;28;;4;Graduated;;0
43;16;161;3;Graduated;;1
63;38;134;3;Graduated;;1
28;4;43;1;Graduated;;0
43;18;94;4;Graduated;;0
41;15;29;2;Advanced/Professional;;0
34;8;38;4;Undergrad;;0
28;3;120;1;Undergrad;;0
58;32;85;2;Undergrad;;0
39;15;89;2;Undergrad;;0
49;23;25;1;Advanced/Professional;;0
33;8;20;3;Undergrad;;0
37;12;125;2;Undergrad;;0
33;7;18;1;Advanced/Professional;;0
28;3;173;2;Undergrad;;0
54;29;34;4;Advanced/Professional;;0
63;38;159;4;Graduated;;1
57;31;55;3;Undergrad;;0
56;30;32;2;Advanced/Professional;;0
54;29;65;4;Advanced/Professional;;0
29;5;83;3;Undergrad;;0
41;16;30;2;Graduated;;0
58;32;180;1;Undergrad;;0
61;37;13;2;Advanced/Professional;;0
30;4;35;4;Undergrad;;0
62;37;95;3;Undergrad;;0
52;28;83;1;Undergrad;;0
29;3;39;4;Undergrad;;0
46;20;54;1;Advanced/Professional;;0
52;27;81;1;Advanced/Professional;;0
40;16;53;4;Advanced/Professional;;0
49;23;119;1;Undergrad;;0
34;9;160;4;Advanced/Professional;;1
35;11;21;2;Graduated;;0
26;2;40;1;Advanced/Professional;;0
65;40;69;4;Graduated;;0
52;27;45;1;Graduated;;0
32;7;55;4;Graduated;;0
31;7;38;1;Advanced/Professional;;0
36;9;44;4;Graduated;;0
50;24;45;3;Graduated;;0
36;12;84;1;Graduated;;0
51;27;188;2;Graduated;;1
39;9;29;3;Advanced/Professional;;0
53;29;95;1;Graduated;;0
50;25;79;1;Undergrad;;0
31;4;41;1;Graduated;;0
53;23;19;4;Advanced/Professional;;0
48;23;75;4;Advanced/Professional;;0
57;31;64;3;Undergrad;;0
47;21;174;4;Advanced/Professional;;1
55;29;54;2;Advanced/Professional;;0
37;11;14;3;Graduated;;0
59;35;94;1;Undergrad;;0
53;29;10;2;Undergrad;;0
31;6;145;1;Undergrad;;0
35;5;203;1;Advanced/Professional;;1
25;0;81;2;Advanced/Professional;;0
37;13;153;2;Undergrad;;0
40;14;58;4;Advanced/Professional;;0
31;5;49;4;Advanced/Professional;;0
62;38;132;1;Undergrad;;0
41;17;85;4;Advanced/Professional;;0
56;32;85;3;Undergrad;;0
47;23;178;1;Advanced/Professional;;1
28;4;104;3;Undergrad;;0
60;34;40;1;Undergrad;;0
27;2;103;1;Undergrad;;0
57;33;25;2;Undergrad;;0
62;36;69;2;Advanced/Professional;;0
57;31;30;3;Undergrad;;0
44;17;70;3;Graduated;;0
31;7;15;3;Advanced/Professional;;0
31;5;125;2;Undergrad;;0
39;13;50;3;Advanced/Professional;;0
41;17;44;1;Advanced/Professional;;0
41;17;38;4;Graduated;;0
55;29;64;3;Undergrad;;0
28;2;9;1;Graduated;;0
35;9;44;3;Undergrad;;0
44;20;93;4;Undergrad;;0
44;19;83;4;Undergrad;;0
40;14;179;2;Undergrad;;0
65;40;40;1;Advanced/Professional;;0
35;10;58;4;Advanced/Professional;;0
55;31;74;3;Undergrad;;0
55;31;15;1;Undergrad;;0
59;35;11;2;Undergrad;;0
39;15;41;1;Graduated;;0
50;24;68;1;Graduated;;0
45;15;28;1;Advanced/Professional;;0
50;26;115;1;Advanced/Professional;;1
65;40;83;4;Graduated;;0
36;11;40;2;Graduated;;0
57;32;113;1;Advanced/Professional;;0
53;27;89;1;Advanced/Professional;;0
28;4;38;4;Undergrad;;0
55;31;62;4;Undergrad;;0
56;31;65;3;Undergrad;;0
33;6;168;3;Graduated;;1
57;32;40;3;Undergrad;;0
27;3;30;1;Advanced/Professional;;0
27;3;20;4;Undergrad;;0
54;30;58;2;Advanced/Professional;;0
48;22;150;1;Undergrad;;0
62;38;54;1;Undergrad;;0
41;16;19;2;Graduated;;0
62;38;30;3;Advanced/Professional;;0
40;14;123;1;Undergrad;;0
32;8;45;1;Graduated;;0
62;38;154;1;Undergrad;;0
35;11;93;2;Undergrad;;0
25;0;71;4;Undergrad;;0
50;25;83;4;Undergrad;;1
61;35;99;1;Advanced/Professional;;1
43;17;55;3;Graduated;;0
52;28;38;4;Graduated;;0
39;13;74;3;Graduated;;0
33;3;69;4;Advanced/Professional;;0
27;3;104;2;Undergrad;;0
27;0;38;4;Advanced/Professional;;0
32;8;25;3;Advanced/Professional;;0
65;40;162;1;Undergrad;;0
55;29;64;4;Advanced/Professional;;0
52;27;30;2;Graduated;;0
39;13;52;3;Advanced/Professional;;0
35;11;42;1;Advanced/Professional;;0
39;15;79;2;Graduated;;0
34;10;34;1;Undergrad;;0
30;5;123;2;Undergrad;;0
37;12;160;2;Undergrad;;0
41;14;51;3;Graduated;;0
31;7;108;1;Undergrad;;0
37;13;158;2;Graduated;;1
49;23;68;1;Graduated;;0
58;33;42;2;Advanced/Professional;;0
45;15;32;1;Advanced/Professional;;0
40;14;22;2;Advanced/Professional;;0
34;8;29;2;Advanced/Professional;;0
62;36;183;2;Advanced/Professional;;1
54;30;69;1;Advanced/Professional;;0
26;2;92;2;Undergrad;;0
54;30;40;2;Advanced/Professional;;0
29;4;9;4;Advanced/Professional;;0
48;23;128;1;Undergrad;;0
27;3;110;2;Undergrad;;0
42;18;171;2;Undergrad;;0
25;1;13;4;Undergrad;;0
45;19;25;2;Advanced/Professional;;0
34;9;123;1;Graduated;;1
51;27;33;4;Undergrad;;0
51;24;189;4;Graduated;;1
60;35;34;1;Advanced/Professional;;0
59;35;58;1;Graduated;;0
49;24;51;1;Graduated;;0
50;25;29;2;Undergrad;;0
41;16;111;2;Undergrad;;0
49;24;43;4;Advanced/Professional;;0
50;25;130;1;Undergrad;;0
63;37;20;2;Undergrad;;0
63;37;101;2;Undergrad;;0
33;7;48;4;Graduated;;0
38;12;180;1;Advanced/Professional;;1
64;40;92;2;Advanced/Professional;;0
36;10;33;3;Undergrad;;0
58;33;51;2;Graduated;;0
39;14;31;2;Graduated;;0
46;22;83;1;Undergrad;;0
61;37;45;1;Undergrad;;0
53;27;89;1;Advanced/Professional;;0
28;3;193;3;Graduated;;1
64;40;89;1;Undergrad;;0
48;24;162;4;Graduated;;1
38;13;9;2;Graduated;;0
52;22;58;4;Advanced/Professional;;0
65;40;80;1;Advanced/Professional;;0
59;33;73;2;Advanced/Professional;;0
45;20;41;1;Undergrad;;0
53;28;74;3;Graduated;;0
38;12;29;2;Advanced/Professional;;0
54;24;25;4;Advanced/Professional;;0
25;1;98;1;Undergrad;;0
61;35;59;4;Graduated;;0
48;23;43;4;Advanced/Professional;;0
46;22;72;4;Graduated;;0
36;11;183;1;Advanced/Professional;;1
46;20;134;1;Undergrad;;0
59;33;140;2;Undergrad;;0
59;35;39;1;Advanced/Professional;;0
36;12;35;4;Graduated;;0
63;37;141;2;Undergrad;;0
51;24;23;1;Graduated;;0
30;5;134;1;Undergrad;;0
48;22;35;1;Advanced/Professional;;0
55;29;42;4;Undergrad;;0
41;17;81;4;Advanced/Professional;;0
26;0;14;4;Undergrad;;0
41;17;45;1;Undergrad;;0
54;28;79;3;Graduated;;0
57;31;53;1;Graduated;;0
54;28;33;2;Graduated;;0
35;11;190;3;Graduated;;1
60;34;60;1;Advanced/Professional;;0
63;37;8;1;Graduated;;0
41;14;38;3;Graduated;;0
46;22;154;1;Undergrad;;0
31;5;54;4;Graduated;;0
58;32;41;3;Undergrad;;0
59;35;25;2;Undergrad;;0
46;22;53;2;Undergrad;;0
33;9;79;1;Undergrad;;0
56;31;13;4;Graduated;;0
47;23;130;2;Undergrad;;0
59;33;93;2;Graduated;;0
24;0;82;3;Undergrad;;0
39;14;15;2;Graduated;;0
30;3;150;4;Graduated;;1
55;29;131;2;Graduated;;1
47;21;28;3;Undergrad;;0
35;11;9;4;Graduated;;0
47;23;88;4;Graduated;;0
38;13;143;1;Undergrad;;0
38;13;168;2;Advanced/Professional;;1
27;3;105;1;Graduated;;1
42;18;62;3;Advanced/Professional;;0
26;2;51;4;Undergrad;;0
60;34;101;3;Undergrad;;0
27;3;90;3;Undergrad;;0
27;1;83;4;Advanced/Professional;;0
40;15;21;2;Advanced/Professional;;0
40;16;115;1;Undergrad;;0
29;3;172;4;Undergrad;;1
30;6;32;2;Graduated;;0
30;4;204;2;Undergrad;;0
47;23;34;4;Undergrad;;0
33;7;30;2;Advanced/Professional;;0
57;32;31;3;Graduated;;0
38;14;90;2;Undergrad;;0
54;28;79;4;Advanced/Professional;;0
47;23;22;4;Undergrad;;0
48;22;114;1;Advanced/Professional;;1
62;36;42;1;Advanced/Professional;;0
30;6;29;1;Advanced/Professional;;0
35;11;72;3;Graduated;;0
59;35;68;1;Advanced/Professional;;0
38;13;78;4;Advanced/Professional;;0
47;23;90;1;Undergrad;;0
57;33;170;2;Graduated;;1
42;17;14;2;Graduated;;0
39;15;129;2;Undergrad;;0
53;23;39;3;Advanced/Professional;;0
27;3;82;2;Undergrad;;0
59;35;31;3;Graduated;;0
48;24;9;4;Graduated;;0
62;37;15;3;Advanced/Professional;;0
66;41;70;3;Undergrad;;0
38;13;84;4;Advanced/Professional;;0
42;17;155;1;Undergrad;;0
47;21;89;2;Advanced/Professional;;0
27;2;170;3;Undergrad;;1
32;7;185;2;Undergrad;;0
37;13;82;2;Undergrad;;0
56;31;60;3;Undergrad;;0
39;13;58;2;Graduated;;0
36;12;29;1;Undergrad;;0
32;6;32;2;Undergrad;;0
62;37;115;4;Graduated;;0
48;22;83;2;Graduated;;0
58;32;54;3;Graduated;;0
27;2;112;4;Advanced/Professional;;0
52;26;182;2;Graduated;;1
54;30;112;2;Undergrad;;0
31;5;129;3;Advanced/Professional;;1
60;34;23;1;Graduated;;0
34;9;198;2;Undergrad;;0
46;22;84;4;Advanced/Professional;;0
41;15;39;3;Advanced/Professional;;0
62;37;129;1;Undergrad;;0
31;7;113;2;Graduated;;0
41;11;35;1;Advanced/Professional;;0
55;30;85;1;Advanced/Professional;;0
45;19;73;4;Undergrad;;0
