Idade;Anos_experiencia;Renda;Familia;Educacao;Hipoteca;Cartao_credito;Emprestimo_pessoal
64;39;83,0;3;Graduated;0;0;0
60;35;130,0;3;Advanced/Professional;437;1;1
62;37;61,0;4;Undergrad;0;0;0
27;2;92,0;2;Undergrad;178;0;0
42;16;20,0;2;Advanced/Professional;117;1;0
45;20;194,0;2;Undergrad;428;0;0
36;10;74,0;1;Undergrad;0;1;0
48;22;84,0;2;Advanced/Professional;145;0;0
65;40;98,0;3;Graduated;333;0;0
39;15;52,0;3;Undergrad;0;0;0
51;26;55,0;1;Graduated;236;1;0
30;6;64,0;4;Undergrad;117;0;0
65;40;128,0;1;Undergrad;162;0;0
38;13;113,0;4;Graduated;0;1;1
29;3;50,0;3;Graduated;0;1;0
42;18;54,0;4;Graduated;0;0;0
63;38;129,0;1;Undergrad;366;0;0
46;21;82,0;4;Undergrad;0;0;0
62;38;100,0;4;Graduated;0;0;0
58;34;44,0;4;Undergrad;0;0;0
56;30;164,0;4;Graduated;234;1;1
56;31;81,0;2;Undergrad;121;1;0
34;10;71,0;1;Undergrad;257;1;0
42;17;28,0;1;Advanced/Professional;90;0;0
30;6;80,0;3;Undergrad;219;0;0
61;35;90,0;4;Graduated;0;0;0
38;14;74,0;1;Graduated;0;1;0
50;25;14,0;2;Advanced/Professional;0;0;0
61;36;23,0;2;Graduated;103;0;0
41;17;153,0;1;Undergrad;337;1;0
42;16;38,0;3;Advanced/Professional;0;0;0
29;5;112,0;2;Graduated;382;0;0
51;26;145,0;1;Undergrad;397;1;0
32;6;28,0;2;Graduated;88;0;0
34;9;31,0;4;Advanced/Professional;0;1;0
26;2;195,0;1;Undergrad;0;1;0
54;24;50,0;3;Advanced/Professional;0;1;0
38;14;71,0;4;Advanced/Professional;0;0;0
62;36;21,0;3;Advanced/Professional;0;0;0
37;11;35,0;2;Advanced/Professional;125;0;0
46;21;42,0;1;Undergrad;0;1;0
52;27;78,0;4;Advanced/Professional;141;0;0
32;6;73,0;4;Graduated;0;0;0
49;25;53,0;2;Advanced/Professional;181;0;0
28;3;51,0;2;Advanced/Professional;123;0;0
55;30;40,0;2;Advanced/Professional;0;0;0
52;26;178,0;1;Undergrad;0;;0
32;6;35,0;2;Undergrad;0;;0
31;7;192,0;1;Graduated;0;;1
27;3;123,0;1;Undergrad;0;;0
32;5;48,0;2;Graduated;0;;0
52;26;45,0;3;Graduated;0;;0
52;28;15,0;1;Undergrad;0;;0
50;24;79,0;1;Undergrad;120;;0
32;5;63,0;4;Graduated;0;;0
61;35;30,0;2;Advanced/Professional;0;;0
60;36;145,0;4;Undergrad;380;;1
28;4;32,0;3;Graduated;0;;0
34;9;64,0;2;Undergrad;224;;0
31;7;84,0;1;Undergrad;0;;0
31;5;21,0;1;Graduated;0;;0
62;38;99,0;4;Graduated;0;;0
47;22;35,0;2;Undergrad;0;;0
50;24;180,0;1;Undergrad;0;;0
36;12;42,0;1;Undergrad;0;;0
26;0;179,0;4;Graduated;0;;1
51;27;42,0;4;Advanced/Professional;0;;0
52;25;180,0;2;Graduated;297;;1
35;11;82,0;4;Undergrad;0;;0
42;16;55,0;2;Undergrad;149;;0
36;12;79,0;2;Undergrad;0;;0
41;17;48,0;2;Advanced/Professional;215;;0
49;25;93,0;1;Undergrad;0;;0
57;32;23,0;2;Advanced/Professional;0;;0
44;20;50,0;3;Undergrad;200;;0
60;34;85,0;2;Undergrad;0;;0
38;14;35,0;1;Graduated;97;;0
26;2;171,0;3;Graduated;0;;1
29;2;29,0;4;Graduated;0;;0
59;35;84,0;1;Advanced/Professional;0;;0
51;27;20,0;4;Graduated;0;;0
50;25;14,0;1;Advanced/Professional;0;;0
35;10;179,0;1;Undergrad;357;;0
61;37;48,0;1;Undergrad;158;;0
42;16;74,0;1;Undergrad;0;;0
55;29;53,0;1;Undergrad;0;;0
50;25;83,0;1;Graduated;0;;0
64;40;171,0;2;Undergrad;433;;0
54;28;85,0;4;Undergrad;0;;0
50;26;38,0;4;Graduated;0;;0
31;5;85,0;3;Undergrad;157;;0
32;8;79,0;1;Undergrad;0;;0
44;19;69,0;4;Undergrad;0;;0
60;35;43,0;3;Advanced/Professional;0;;0
60;34;33,0;2;Undergrad;101;;0
62;38;42,0;3;Advanced/Professional;149;;0
46;21;40,0;4;Advanced/Professional;122;;0
57;33;43,0;1;Advanced/Professional;0;;0
30;5;20,0;4;Advanced/Professional;117;;0
58;32;65,0;3;Undergrad;222;;0
39;13;139,0;3;Undergrad;483;;1
60;35;135,0;3;Advanced/Professional;0;;1
59;34;84,0;3;Advanced/Professional;0;;0
50;26;179,0;1;Advanced/Professional;0;;1
63;39;45,0;4;Graduated;86;;0
27;3;109,0;2;Undergrad;0;;0
54;29;34,0;4;Advanced/Professional;0;;0
62;37;162,0;1;Undergrad;0;;0
60;34;105,0;2;Undergrad;0;;0
38;12;22,0;3;Graduated;0;;0
34;8;82,0;2;Undergrad;178;;0
65;41;105,0;4;Graduated;230;;0
55;31;62,0;1;Advanced/Professional;0;;0
57;31;82,0;2;Undergrad;83;;0
27;3;72,0;4;Undergrad;0;;0
35;10;38,0;4;Undergrad;0;;0
52;28;25,0;4;Undergrad;0;;0
45;15;20,0;1;Advanced/Professional;0;;0
29;3;80,0;4;Graduated;0;;0
44;18;84,0;3;Undergrad;0;;0
47;23;33,0;1;Undergrad;0;;0
62;37;55,0;3;Advanced/Professional;0;;0
52;27;33,0;2;Graduated;0;;0
47;23;190,0;4;Advanced/Professional;305;;1
42;18;43,0;1;Advanced/Professional;158;;0
65;41;45,0;3;Advanced/Professional;0;;0
42;18;141,0;1;Undergrad;0;;0
40;16;69,0;4;Undergrad;0;;0
32;8;78,0;4;Graduated;0;;0
40;15;84,0;1;Advanced/Professional;0;;0
55;29;172,0;1;Graduated;0;;1
32;6;51,0;4;Undergrad;154;;0
58;28;75,0;1;Advanced/Professional;0;;0
46;22;183,0;1;Graduated;0;;1
53;23;20,0;4;Advanced/Professional;0;;0
63;39;101,0;2;Advanced/Professional;294;;1
40;14;129,0;1;Advanced/Professional;0;;1
41;17;63,0;2;Undergrad;0;;0
60;35;44,0;4;Undergrad;0;;0
65;39;184,0;1;Advanced/Professional;176;;1
59;33;100,0;2;Undergrad;127;;0
48;24;12,0;3;Undergrad;0;;0
59;33;68,0;2;Advanced/Professional;128;;0
33;8;48,0;1;Undergrad;212;;0
40;15;82,0;2;Undergrad;0;;0
42;18;52,0;2;Undergrad;0;;0
65;41;154,0;2;Graduated;0;;1
30;4;39,0;1;Undergrad;0;;0
30;4;40,0;1;Undergrad;0;;0
42;17;54,0;4;Advanced/Professional;164;;0
32;8;32,0;2;Graduated;103;;0
55;30;64,0;2;Advanced/Professional;0;;0
29;3;92,0;2;Undergrad;287;;0
64;38;40,0;1;Advanced/Professional;94;;0
37;11;60,0;3;Advanced/Professional;0;;0
31;5;85,0;2;Undergrad;119;;0
25;0;21,0;4;Undergrad;90;;0
31;5;35,0;1;Advanced/Professional;171;;0
32;7;52,0;2;Undergrad;0;;0
58;34;128,0;1;Undergrad;0;;0
26;2;195,0;1;Undergrad;0;;0
51;25;68,0;2;Graduated;117;;0
65;41;55,0;2;Undergrad;0;;0
43;17;55,0;1;Undergrad;0;;0
46;21;80,0;4;Undergrad;0;;0
28;3;123,0;1;Undergrad;146;;0
63;37;90,0;4;Graduated;106;;0
59;29;61,0;1;Advanced/Professional;0;;0
42;15;41,0;3;Graduated;0;;0
58;33;43,0;2;Advanced/Professional;0;;0
39;13;71,0;3;Undergrad;162;;0
36;12;25,0;4;Undergrad;0;;0
60;33;154,0;1;Graduated;0;;1
47;21;141,0;1;Undergrad;0;;0
29;4;22,0;2;Advanced/Professional;110;;0
52;28;145,0;2;Undergrad;0;;0
41;16;49,0;3;Advanced/Professional;0;;0
63;37;109,0;1;Undergrad;0;;0
59;34;80,0;3;Undergrad;0;;0
44;20;82,0;4;Graduated;201;;0
54;28;52,0;4;Undergrad;0;;0
29;5;85,0;3;Undergrad;0;;0
51;25;148,0;1;Undergrad;0;;0
63;39;160,0;2;Undergrad;0;;0
36;11;39,0;4;Undergrad;0;;0
42;16;25,0;2;Advanced/Professional;0;;0
51;25;33,0;1;Advanced/Professional;0;;0
47;20;38,0;3;Graduated;0;;0
40;16;85,0;4;Advanced/Professional;0;;0
54;28;48,0;1;Undergrad;0;;0
47;21;15,0;4;Advanced/Professional;77;;0
35;10;94,0;1;Undergrad;174;;0
28;4;120,0;2;Undergrad;0;;0
45;19;60,0;1;Advanced/Professional;159;;0
33;9;145,0;2;Undergrad;277;;0
62;36;29,0;2;Advanced/Professional;0;;0
45;18;78,0;3;Graduated;0;;0
59;35;59,0;4;Graduated;0;;0
58;28;80,0;2;Advanced/Professional;0;;0
52;26;180,0;1;Undergrad;0;;0
34;8;8,0;3;Graduated;83;;0
65;35;23,0;1;Advanced/Professional;0;;0
48;23;79,0;2;Advanced/Professional;0;;0
44;19;78,0;2;Advanced/Professional;268;;0
61;37;64,0;1;Graduated;0;;0
40;14;64,0;4;Advanced/Professional;0;;0
65;39;160,0;4;Undergrad;237;;1
28;4;43,0;1;Advanced/Professional;102;;0
67;42;32,0;1;Advanced/Professional;0;;0
35;9;179,0;2;Undergrad;76;;0
60;35;8,0;1;Undergrad;0;;0
58;32;63,0;1;Undergrad;0;;0
55;30;40,0;2;Advanced/Professional;0;;0
34;9;99,0;4;Graduated;155;;0
35;9;141,0;2;Graduated;0;;1
28;4;159,0;1;Undergrad;0;;0
38;12;39,0;2;Undergrad;174;;0
62;38;99,0;4;Graduated;0;;0
30;4;18,0;4;Graduated;0;;0
38;12;38,0;2;Undergrad;0;;0
33;8;133,0;1;Undergrad;0;;0
58;34;84,0;2;Undergrad;0;;0
59;35;60,0;1;Graduated;0;;0
52;28;178,0;3;Advanced/Professional;147;;1
36;12;18,0;1;Advanced/Professional;0;;0
45;21;73,0;1;Advanced/Professional;0;;0
49;23;125,0;1;Undergrad;0;;0
52;26;91,0;1;Graduated;0;;1
54;28;74,0;2;Undergrad;0;;0
30;4;35,0;2;Graduated;0;;0
65;39;113,0;1;Undergrad;0;;0
34;8;52,0;4;Graduated;0;;0
30;6;191,0;2;Graduated;0;;1
51;25;18,0;1;Advanced/Professional;93;;0
52;27;25,0;2;Undergrad;0;;0
43;18;50,0;4;Advanced/Professional;0;;0
35;10;75,0;4;Advanced/Professional;0;;0
56;26;92,0;2;Advanced/Professional;0;;0
57;32;33,0;2;Graduated;0;;0
58;32;65,0;3;Advanced/Professional;0;;0
53;28;44,0;3;Undergrad;0;;0
45;21;183,0;2;Undergrad;354;;0
44;20;175,0;2;Undergrad;0;;0
54;28;28,0;4;Advanced/Professional;0;;0
41;17;49,0;4;Graduated;0;;0
52;26;45,0;4;Undergrad;0;;0
43;17;64,0;4;Advanced/Professional;221;;1
63;38;22,0;3;Advanced/Professional;90;;0
54;30;120,0;1;Undergrad;119;;0
33;8;175,0;2;Undergrad;102;;0
25;0;101,0;4;Advanced/Professional;256;;0
41;16;104,0;1;Advanced/Professional;0;;0
40;16;155,0;4;Advanced/Professional;0;;1
43;18;58,0;1;Undergrad;0;;0
36;10;80,0;4;Graduated;0;;0
57;33;45,0;1;Advanced/Professional;195;;0
34;9;134,0;1;Undergrad;164;;0
38;14;58,0;4;Advanced/Professional;153;;0
47;21;20,0;1;Undergrad;0;;0
39;13;25,0;4;Advanced/Professional;0;;0
45;20;55,0;1;Undergrad;0;;0
62;37;155,0;1;Undergrad;0;;0
59;34;30,0;1;Undergrad;0;;0
61;37;39,0;4;Undergrad;0;;0
36;12;73,0;4;Advanced/Professional;188;;0
58;34;41,0;4;Undergrad;0;;0
55;30;34,0;4;Advanced/Professional;157;;0
29;5;21,0;3;Advanced/Professional;119;;0
34;8;11,0;4;Undergrad;0;;0
61;35;154,0;2;Undergrad;0;;0
50;20;19,0;4;Advanced/Professional;0;;0
52;26;101,0;2;Graduated;0;;0
39;15;24,0;1;Undergrad;116;;0
55;29;131,0;2;Undergrad;0;;0
33;9;105,0;1;Undergrad;0;;0
47;21;52,0;1;Graduated;194;;0
57;32;21,0;4;Graduated;113;;0
57;31;45,0;3;Undergrad;198;;0
40;14;39,0;1;Undergrad;0;;0
50;25;192,0;2;Undergrad;238;;0
29;5;195,0;1;Undergrad;0;;0
46;22;83,0;3;Undergrad;0;;0
42;15;34,0;3;Graduated;0;;0
59;33;49,0;4;Graduated;104;;0
31;1;60,0;4;Advanced/Professional;244;;0
51;25;41,0;4;Undergrad;0;;0
35;10;72,0;3;Undergrad;285;;0
59;35;102,0;4;Graduated;115;;1
35;10;31,0;3;Undergrad;0;;0
46;20;73,0;1;Graduated;128;;0
34;9;89,0;1;Undergrad;0;;0
55;29;19,0;4;Advanced/Professional;121;;0
64;40;63,0;4;Graduated;0;;0
34;9;104,0;3;Advanced/Professional;0;;0
61;35;40,0;1;Graduated;128;;0
63;39;92,0;2;Advanced/Professional;0;;0
59;33;72,0;2;Graduated;226;;0
51;27;44,0;3;Graduated;141;;0
41;16;114,0;4;Undergrad;0;;1
37;13;73,0;4;Undergrad;0;;0
64;40;63,0;4;Graduated;0;;0
44;20;69,0;1;Advanced/Professional;184;;0
62;37;42,0;3;Undergrad;0;;0
50;26;88,0;1;Undergrad;0;;0
43;18;98,0;2;Undergrad;0;;0
34;8;65,0;1;Undergrad;227;;1
38;13;12,0;2;Graduated;104;;0
29;5;122,0;4;Undergrad;0;;1
39;14;12,0;2;Advanced/Professional;0;;0
53;29;24,0;2;Undergrad;0;;0
43;19;170,0;4;Undergrad;318;;1
61;36;184,0;4;Graduated;342;;1
46;20;25,0;4;Advanced/Professional;125;;0
57;31;131,0;2;Undergrad;0;;0
59;33;50,0;2;Advanced/Professional;0;;0
52;28;21,0;2;Undergrad;0;;0
29;3;55,0;3;Graduated;0;;0
57;32;124,0;1;Graduated;0;;1
49;23;58,0;4;Undergrad;188;;0
39;13;72,0;2;Undergrad;0;;0
56;31;192,0;1;Advanced/Professional;0;;1
63;38;83,0;3;Graduated;0;;0
37;12;93,0;1;Undergrad;0;;0
56;26;38,0;3;Advanced/Professional;110;;0
45;20;55,0;4;Advanced/Professional;164;;0
66;41;11,0;3;Advanced/Professional;0;;0
40;15;85,0;2;Undergrad;0;;0
50;24;124,0;1;Undergrad;266;;0
60;36;129,0;2;Undergrad;0;;0
31;7;180,0;1;Undergrad;0;;0
40;14;74,0;4;Graduated;0;;0
36;6;138,0;1;Advanced/Professional;86;;1
55;29;111,0;2;Advanced/Professional;0;;1
54;28;83,0;3;Undergrad;0;;0
35;10;33,0;4;Undergrad;87;;0
55;29;21,0;4;Advanced/Professional;0;;0
36;10;35,0;2;Undergrad;98;;0
66;41;105,0;1;Advanced/Professional;0;;0
38;14;103,0;1;Graduated;0;;0
58;32;75,0;2;Advanced/Professional;0;;0
41;17;33,0;1;Undergrad;104;;0
60;34;52,0;4;Graduated;0;;0
47;23;89,0;1;Graduated;0;;0
62;36;63,0;1;Advanced/Professional;0;;0
48;23;84,0;4;Graduated;0;;1
61;36;44,0;4;Undergrad;0;;0
29;3;29,0;3;Undergrad;0;;0
45;21;29,0;1;Advanced/Professional;0;;0
39;14;22,0;2;Graduated;0;;0
31;6;53,0;4;Undergrad;114;;0
39;14;24,0;2;Graduated;0;;0
63;38;153,0;1;Undergrad;455;;0
28;2;31,0;2;Graduated;0;;0
56;30;21,0;2;Graduated;0;;0
31;6;180,0;2;Undergrad;0;;0
46;20;82,0;3;Graduated;0;;0
42;18;90,0;4;Undergrad;245;;0
53;29;154,0;4;Advanced/Professional;0;;1
41;17;99,0;2;Graduated;0;;0
61;36;153,0;1;Graduated;0;;1
31;5;93,0;2;Graduated;0;;1
62;38;53,0;1;Graduated;0;;0
59;34;18,0;3;Graduated;104;;0
49;24;70,0;1;Undergrad;0;;0
65;39;100,0;4;Advanced/Professional;0;;0
30;6;193,0;3;Advanced/Professional;0;;1
32;7;125,0;1;Undergrad;0;;0
56;31;68,0;2;Advanced/Professional;0;;0
36;10;55,0;1;Undergrad;95;;0
58;34;152,0;4;Advanced/Professional;0;;1
27;3;84,0;3;Undergrad;0;;0
41;16;13,0;2;Advanced/Professional;0;;0
59;35;33,0;4;Undergrad;131;;0
56;32;89,0;4;Graduated;90;;0
52;26;93,0;1;Undergrad;0;;0
35;5;68,0;4;Advanced/Professional;0;;0
47;21;85,0;2;Graduated;0;;0
29;4;73,0;1;Graduated;0;;0
31;6;83,0;4;Graduated;106;;0
62;36;158,0;2;Advanced/Professional;0;;1
48;18;182,0;4;Advanced/Professional;0;;1
26;1;24,0;2;Advanced/Professional;123;;0
60;34;102,0;2;Undergrad;0;;0
35;11;53,0;3;Undergrad;0;;0
40;15;175,0;2;Undergrad;0;;0
31;5;28,0;3;Undergrad;0;;0
50;25;14,0;4;Undergrad;0;;0
33;7;139,0;1;Advanced/Professional;106;;1
37;11;34,0;3;Undergrad;0;;0
38;14;64,0;1;Advanced/Professional;0;;0
63;38;84,0;4;Graduated;0;;0
57;32;42,0;3;Graduated;0;;0
61;35;63,0;1;Undergrad;0;;0
37;12;100,0;3;Advanced/Professional;341;;0
51;25;190,0;2;Graduated;0;;1
44;20;22,0;1;Undergrad;91;;0
63;37;20,0;1;Graduated;0;;0
43;18;21,0;2;Graduated;0;;0
38;14;25,0;4;Graduated;101;;0
34;9;20,0;4;Advanced/Professional;0;;0
48;23;173,0;3;Undergrad;0;;1
29;5;81,0;2;Undergrad;0;;0
37;11;139,0;2;Graduated;421;;1
60;35;119,0;2;Undergrad;0;;0
46;20;74,0;4;Advanced/Professional;104;;0
34;10;42,0;1;Graduated;131;;0
56;30;73,0;2;Undergrad;0;;0
57;31;114,0;4;Undergrad;0;;1
62;36;44,0;2;Advanced/Professional;0;;0
32;8;141,0;2;Undergrad;0;;0
51;26;14,0;2;Undergrad;103;;0
55;29;33,0;2;Advanced/Professional;0;;0
60;34;83,0;2;Undergrad;249;;0
40;16;89,0;4;Undergrad;155;;0
62;38;39,0;4;Undergrad;0;;0
63;39;83,0;3;Advanced/Professional;0;;0
60;34;108,0;2;Undergrad;359;;0
59;34;21,0;3;Graduated;0;;0
26;1;102,0;1;Undergrad;0;;0
56;32;48,0;1;Advanced/Professional;0;;0
58;32;32,0;3;Undergrad;0;;0
57;31;43,0;1;Undergrad;0;;0
48;23;35,0;4;Graduated;118;;0
30;6;184,0;1;Undergrad;0;;0
45;21;140,0;2;Undergrad;132;;0
64;38;32,0;3;Graduated;0;;0
44;20;149,0;1;Undergrad;0;;0
51;25;15,0;4;Advanced/Professional;0;;0
43;16;71,0;3;Graduated;0;;0
29;3;108,0;4;Graduated;0;;0
56;30;122,0;2;Undergrad;0;;0
65;41;40,0;3;Advanced/Professional;0;;0
46;22;198,0;2;Undergrad;0;;0
48;24;79,0;4;Graduated;0;;0
56;31;84,0;1;Advanced/Professional;0;;0
61;37;31,0;3;Graduated;0;;0
46;20;12,0;4;Advanced/Professional;0;;0
58;34;88,0;2;Undergrad;0;;0
31;5;29,0;2;Graduated;131;;0
27;3;201,0;1;Undergrad;158;;0
44;20;20,0;1;Advanced/Professional;0;;0
44;20;15,0;1;Undergrad;0;;0
51;27;155,0;2;Undergrad;107;;0
39;13;25,0;3;Graduated;0;;0
32;8;200,0;2;Undergrad;565;;0
33;7;101,0;1;Graduated;233;;0
40;16;19,0;4;Graduated;0;;0
36;12;188,0;2;Undergrad;0;;0
52;28;8,0;1;Undergrad;0;;0
54;29;59,0;2;Advanced/Professional;152;;0
26;2;72,0;4;Undergrad;0;;0
39;15;55,0;1;Advanced/Professional;0;;0
46;19;24,0;3;Graduated;0;;0
57;32;19,0;1;Undergrad;0;;0
59;33;71,0;2;Advanced/Professional;150;;0
52;26;54,0;2;Graduated;0;;0
52;26;28,0;1;Advanced/Professional;0;;0
50;20;25,0;4;Advanced/Professional;0;;0
41;17;51,0;2;Advanced/Professional;0;;0
43;19;125,0;3;Undergrad;0;;1
25;0;88,0;2;Graduated;319;;0
40;16;125,0;2;Undergrad;0;;0
35;10;79,0;4;Advanced/Professional;182;;0
60;36;31,0;3;Graduated;0;;0
57;31;131,0;2;Undergrad;394;;0
44;19;70,0;1;Graduated;230;;0
61;36;38,0;3;Advanced/Professional;82;;0
33;7;83,0;1;Undergrad;0;;0
45;20;59,0;1;Undergrad;0;;0
45;21;121,0;1;Undergrad;0;;0
64;38;42,0;2;Advanced/Professional;137;;0
50;24;32,0;4;Undergrad;109;;0
28;3;29,0;4;Undergrad;135;;0
37;12;40,0;2;Graduated;0;;0
62;36;25,0;3;Advanced/Professional;0;;0
29;5;21,0;4;Graduated;89;;0
49;23;79,0;3;Graduated;151;;0
46;22;52,0;2;Advanced/Professional;221;;0
60;34;61,0;4;Graduated;229;;0
55;31;25,0;2;Undergrad;0;;0
33;8;155,0;1;Advanced/Professional;0;;1
53;29;25,0;2;Undergrad;0;;0
50;24;80,0;4;Undergrad;0;;0
28;3;55,0;4;Graduated;0;;0
42;17;23,0;2;Advanced/Professional;0;;0
33;9;60,0;1;Undergrad;0;;0
40;14;54,0;2;Undergrad;0;;0
31;6;44,0;4;Undergrad;0;;0
41;16;33,0;4;Graduated;0;;0
52;27;45,0;2;Graduated;121;;0
65;35;55,0;4;Advanced/Professional;89;;0
48;24;134,0;1;Undergrad;0;;0
45;21;44,0;3;Graduated;0;;0
26;0;149,0;2;Undergrad;154;;0
64;38;22,0;2;Advanced/Professional;0;;0
41;14;74,0;3;Graduated;0;;0
43;18;128,0;4;Undergrad;84;;1
60;36;62,0;4;Undergrad;0;;0
62;37;9,0;1;Undergrad;94;;0
46;21;9,0;2;Advanced/Professional;0;;0
36;11;15,0;2;Graduated;119;;0
31;5;28,0;4;Undergrad;0;;0
43;18;83,0;3;Advanced/Professional;0;;0
46;22;73,0;1;Advanced/Professional;117;;0
50;26;42,0;4;Graduated;151;;0
52;27;34,0;2;Graduated;114;;0
27;3;32,0;3;Graduated;0;;0
34;9;68,0;1;Undergrad;0;;0
49;24;82,0;1;Undergrad;267;;0
52;26;19,0;2;Graduated;0;;0
37;11;60,0;2;Undergrad;181;;0
53;27;192,0;1;Undergrad;601;;0
54;29;119,0;3;Undergrad;0;;1
29;3;190,0;2;Undergrad;0;;0
35;11;34,0;1;Graduated;0;;0
32;6;44,0;4;Undergrad;0;;0
38;13;23,0;4;Advanced/Professional;0;;0
44;20;171,0;4;Undergrad;567;;1
44;20;43,0;1;Advanced/Professional;0;;0
48;22;139,0;1;Undergrad;0;;0
46;20;118,0;1;Undergrad;0;;0
35;9;113,0;3;Advanced/Professional;0;;1
56;32;98,0;3;Advanced/Professional;0;;1
49;24;70,0;1;Undergrad;0;;0
57;32;42,0;2;Advanced/Professional;0;;0
35;10;143,0;1;Undergrad;0;;0
44;20;185,0;3;Undergrad;0;;1
38;14;28,0;4;Graduated;100;;0
57;33;45,0;3;Undergrad;181;;0
35;10;78,0;1;Graduated;0;;0
29;3;121,0;2;Undergrad;0;;0
58;32;59,0;1;Undergrad;0;;0
40;16;64,0;4;Undergrad;0;;0
51;26;15,0;2;Undergrad;114;;0
61;36;10,0;1;Undergrad;0;;0
46;20;61,0;2;Advanced/Professional;0;;0
55;31;50,0;4;Undergrad;0;;0
35;10;79,0;4;Advanced/Professional;0;;0
60;34;35,0;1;Undergrad;0;;0
28;3;11,0;4;Advanced/Professional;0;;0
43;19;128,0;1;Undergrad;0;;0
61;36;55,0;3;Advanced/Professional;0;;0
48;22;79,0;3;Graduated;0;;0
65;39;18,0;2;Undergrad;0;;0
45;19;91,0;2;Graduated;0;;0
36;11;9,0;4;Advanced/Professional;0;;0
45;20;62,0;2;Advanced/Professional;0;;0
60;34;59,0;1;Undergrad;231;;0
47;22;25,0;1;Undergrad;148;;0
32;7;54,0;4;Undergrad;0;;0
48;23;112,0;1;Graduated;86;;1
33;8;125,0;1;Undergrad;0;;0
49;23;194,0;4;Graduated;0;;1
56;32;161,0;1;Advanced/Professional;0;;1
59;33;35,0;1;Undergrad;171;;0
56;30;113,0;2;Undergrad;352;;0
30;4;25,0;2;Graduated;0;;0
59;29;45,0;3;Advanced/Professional;0;;0
38;13;119,0;2;Undergrad;221;;0
47;22;30,0;4;Graduated;115;;0
54;29;79,0;4;Graduated;0;;0
34;9;178,0;1;Advanced/Professional;0;;1
41;16;23,0;2;Graduated;118;;0
47;23;171,0;2;Undergrad;284;;0
44;19;74,0;4;Advanced/Professional;0;;0
43;18;103,0;3;Undergrad;180;;0
31;7;99,0;1;Undergrad;0;;0
28;2;43,0;4;Advanced/Professional;0;;0
55;25;23,0;4;Advanced/Professional;88;;0
42;17;91,0;1;Graduated;199;;0
53;29;93,0;1;Graduated;256;;0
30;6;154,0;1;Undergrad;0;;0
65;40;21,0;3;Advanced/Professional;0;;0
43;18;65,0;2;Advanced/Professional;0;;0
56;32;15,0;1;Graduated;0;;0
25;0;52,0;3;Advanced/Professional;159;;0
35;10;30,0;3;Undergrad;0;;0
50;26;42,0;1;Graduated;0;;0
36;10;20,0;4;Undergrad;97;;0
34;8;60,0;4;Graduated;0;;0
32;6;54,0;4;Advanced/Professional;167;;0
51;25;60,0;4;Undergrad;97;;0
52;25;41,0;3;Graduated;0;;0
65;39;30,0;3;Graduated;0;;0
51;24;21,0;2;Graduated;0;;0
37;13;105,0;1;Graduated;0;;0
35;11;65,0;3;Undergrad;240;;0
67;41;20,0;2;Undergrad;80;;0
30;6;179,0;3;Undergrad;142;;1
62;38;161,0;1;Undergrad;0;;0
42;17;82,0;1;Advanced/Professional;0;;0
48;22;43,0;1;Graduated;112;;0
61;36;61,0;2;Undergrad;0;;0
36;6;90,0;4;Advanced/Professional;0;;0
48;24;90,0;1;Graduated;334;;0
65;39;21,0;2;Undergrad;0;;0
25;1;118,0;1;Undergrad;0;;0
55;30;44,0;2;Graduated;0;;0
63;37;110,0;1;Advanced/Professional;0;;1
31;5;99,0;4;Graduated;268;;0
43;17;98,0;3;Undergrad;0;;0
28;4;69,0;3;Graduated;80;;0
37;11;82,0;3;Graduated;218;;0
27;3;112,0;3;Undergrad;389;;0
62;38;123,0;1;Undergrad;0;;0
51;24;78,0;1;Graduated;0;;0
56;30;59,0;3;Undergrad;159;;0
56;30;78,0;3;Graduated;0;;0
44;19;49,0;4;Advanced/Professional;89;;0
46;19;82,0;3;Graduated;0;;0
56;32;125,0;3;Undergrad;342;;1
56;30;185,0;1;Undergrad;0;;0
57;33;163,0;1;Undergrad;0;;0
31;6;19,0;4;Advanced/Professional;104;;0
65;41;115,0;4;Graduated;0;;0
31;7;81,0;2;Graduated;0;;0
36;10;93,0;1;Advanced/Professional;0;;0
56;30;111,0;4;Undergrad;372;;1
52;27;184,0;1;Undergrad;0;;0
42;18;50,0;4;Graduated;0;;0
55;30;55,0;3;Undergrad;0;;0
49;24;13,0;1;Advanced/Professional;101;;0
51;25;29,0;4;Undergrad;0;;0
26;2;72,0;4;Undergrad;0;;0
32;7;83,0;1;Graduated;0;;0
54;29;98,0;1;Advanced/Professional;0;;0
50;24;43,0;4;Undergrad;0;;0
59;33;34,0;1;Undergrad;0;;0
61;36;10,0;4;Graduated;0;;0
43;19;201,0;2;Undergrad;0;;0
39;14;85,0;3;Advanced/Professional;107;;0
56;26;50,0;3;Advanced/Professional;0;;0
38;14;91,0;2;Undergrad;0;;0
25;0;112,0;2;Undergrad;241;;0
42;17;98,0;2;Undergrad;275;;0
42;18;115,0;1;Undergrad;0;;0
50;26;22,0;4;Graduated;112;;0
56;30;101,0;3;Graduated;0;;0
43;18;83,0;2;Advanced/Professional;112;;0
60;35;52,0;3;Graduated;0;;0
42;16;191,0;3;Graduated;0;;1
57;33;134,0;4;Undergrad;198;;1
48;24;54,0;1;Graduated;186;;0
37;11;69,0;3;Undergrad;0;;0
